% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1605 +2.382874253e+02 +2.382874253e+02 +3.588774253e+02 +3.588774253e+02 +6.7469e-01 +4.9703e-02 -1.3033e+00 +5.6577e-01 +2.4921e+00 -4.4993e+00 +9.4783e-01 -2.0140e-01 -4.3664e+00 +4.8684e+00 +4.5783e+00 -2.4785e-01 -1.9892e-01 +1.9321e+00 -3.2999e+00 -1.2845e+00 +2.5583e+00 -4.2996e+00 +1.9595e+00 +2.5219e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.653341639e+03 +1.653341639e+03 +2.653341639e+03 +2.653341639e+03 -3.9359e+00 -5.6088e-01 +1.3609e+00 -3.4888e+00 +6.7676e-01 +1.8012e+00 -3.9262e+00 +4.3467e-01 -2.7141e+00 +1.7342e+00 -3.1225e+00 -1.7348e+00 +1.2267e+00 +7.3865e-01 +3.7098e-01 +4.3592e+00 +3.7321e+00 -4.4443e+00 +1.9768e+00 +3.6063e+00
2 +1.506804795e+03 +1.506804795e+03 +2.506804795e+03 +2.506804795e+03 +4.9327e-03 +7.7769e-01 +1.7880e+00 -1.3787e+00 +1.4144e+00 +9.0505e-01 +9.8844e-01 -3.1936e+00 -8.6746e-01 +3.3059e+00 -4.0506e+00 +2.8115e+00 +3.6399e+00 +2.6927e-01 -4.6169e+00 +3.0248e+00 -9.3604e-01 +3.5426e+00 +3.2253e+00 +8.6959e-01
9 +8.505135527e+02 +8.505135527e+02 +1.850513553e+03 +1.850513553e+03 +1.6540e+00 -4.3601e+00 +4.1464e+00 +8.8940e-01 +4.5221e+00 -1.0738e+00 +1.7478e+00 +3.2785e+00 +1.2819e+00 -2.1259e+00 -6.5279e-01 -1.0899e+00 +4.7993e+00 +4.0108e+00 -2.1774e+00 +4.2990e+00 +2.1137e+00 -1.6159e+00 -9.2069e-01 +6.4109e-01
276 +6.169300870e+02 +6.169300870e+02 +1.616930087e+03 +1.616930087e+03 -4.0157e+00 -1.7358e+00 -1.1856e+00 -1.7782e+00 -3.3480e+00 +2.3081e+00 +2.8261e-01 +5.0000e+00 +1.3439e+00 -8.5702e-01 -4.5641e+00 +3.4730e+00 +5.0000e+00 +2.3045e+00 +4.2685e+00 +3.4164e+00 +4.2035e+00 +2.9089e+00 -3.6739e-01 +1.7494e+00
676 +3.175063353e+02 +3.175063353e+02 +1.317506335e+03 +1.317506335e+03 -1.9331e+00 -1.6785e+00 -3.5726e+00 -5.6008e-01 -3.9506e+00 +3.3439e+00 +2.9634e+00 +1.6576e+00 +8.7264e-01 -1.3827e+00 -1.8526e+00 -2.8495e+00 +3.3996e+00 +3.7320e+00 -6.1961e-01 +7.8493e-01 +3.7985e+00 +1.0493e+00 -7.0214e-01 +1.9145e+00
2843 +2.492857608e+02 +2.492857608e+02 +1.249285761e+03 +1.249285761e+03 -8.0482e-01 -2.4564e+00 -2.9525e+00 +1.4650e+00 -4.1836e+00 +1.7480e+00 +4.0857e+00 +4.0398e+00 +1.8880e+00 -3.5170e+00 -2.3499e+00 -3.3115e+00 +2.2126e+00 +4.5335e+00 -2.6733e+00 +1.1210e+00 +4.1447e+00 -9.5849e-01 -9.1243e-01 +1.5272e+00
% function evaluation | noise-free fitness - Fopt (-9.166000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.402780572e+03 +1.402780572e+03 +1.311120572e+03 +1.311120572e+03 +3.7895e-01 +6.2632e-01 -5.3712e-01 +2.8353e+00 +4.4820e+00 -3.0231e+00 +4.9347e+00 -2.6008e+00 -1.1236e+00 +2.8948e-01 -3.3087e+00 +1.1897e+00 +2.6842e+00 -2.7540e+00 +2.0282e+00 +3.5937e+00 -4.6250e+00 +5.9059e-01 +2.8203e+00 -2.1105e+00
6 +8.521185737e+02 +8.521185737e+02 +7.604585737e+02 +7.604585737e+02 -2.5957e+00 -2.9549e+00 +4.4179e-01 -1.7478e-01 -1.4765e-01 +3.7503e+00 +2.0425e+00 +4.8273e+00 -1.3631e+00 +3.9463e+00 -2.8928e-01 -2.6230e+00 -3.8560e+00 -2.1849e+00 +1.8457e+00 +9.5001e-01 +2.0076e+00 -1.7516e+00 -2.7931e+00 +4.0744e+00
214 +6.158175902e+02 +6.158175902e+02 +5.241575902e+02 +5.241575902e+02 +1.3324e-01 -3.4187e+00 -2.8932e+00 +1.7521e+00 -5.5728e-01 -5.0000e+00 +4.8280e+00 -2.5755e+00 -1.5663e+00 +3.3010e+00 -2.9372e+00 +4.1182e-01 -5.0000e+00 +5.9984e-01 -1.4950e+00 +3.9827e+00 -3.4551e+00 -3.7757e+00 +1.0788e+00 +9.9632e-01
809 +3.173459758e+02 +3.173459758e+02 +2.256859758e+02 +2.256859758e+02 +1.9079e+00 -3.6752e+00 +2.9015e+00 -1.4800e+00 +1.9882e+00 +1.1188e-01 +4.0303e+00 -1.5667e+00 +3.4412e-01 +3.8276e+00 -9.4642e-01 +0.0000e+00 -2.1600e+00 -1.7697e+00 +5.9312e-01 +2.8604e+00 -2.5544e+00 -4.5294e+00 +8.3376e-01 +2.9949e+00
1716 +2.497091714e+02 +2.497091714e+02 +1.580491714e+02 +1.580491714e+02 -3.2980e-01 -4.1071e+00 +2.9759e+00 +1.2616e+00 -7.3923e-01 -1.3327e+00 +4.0801e+00 -4.3549e+00 +1.3925e+00 +3.6912e+00 -6.0601e-01 -1.7980e+00 -2.6893e+00 -2.5248e+00 +1.4838e+00 +2.1661e+00 -7.9344e-01 -3.7536e+00 -3.7249e-01 +2.4906e+00
4212 +1.579351565e+02 +1.579351565e+02 +6.627515654e+01 +6.627515654e+01 -4.1840e-01 -4.9260e+00 +4.0152e+00 +2.8647e+00 +9.0347e-01 -1.0600e+00 +3.2729e+00 -1.9817e+00 +1.6955e+00 +3.3864e+00 -2.3173e+00 +8.1570e-01 -2.3851e-01 -2.0520e+00 +1.6476e+00 +2.9155e+00 -1.1525e+00 -2.8547e+00 +2.1400e+00 +3.5105e+00
% function evaluation | noise-free fitness - Fopt (5.961500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.017208377e+03 +2.017208377e+03 +2.613358377e+03 +2.613358377e+03 -2.7175e+00 +2.0325e+00 +9.0404e-01 -4.1896e+00 +1.1624e+00 -4.9124e+00 -3.2763e+00 +5.0426e-03 +4.7552e+00 +3.6990e+00 +2.0047e+00 +3.9999e+00 +3.0082e+00 +3.4231e+00 -2.3970e+00 +2.1119e+00 +6.1882e-01 -1.6736e+00 +3.9885e+00 +2.8473e+00
28 +1.519509039e+03 +1.519509039e+03 +2.115659039e+03 +2.115659039e+03 -2.9244e-02 +1.9626e+00 -4.0840e+00 -4.3650e+00 +2.0854e+00 -8.9294e-01 -3.0644e-01 -3.5393e+00 +2.0121e+00 +9.7154e-01 +2.2814e+00 +2.5041e+00 -1.9281e-01 -1.2236e+00 +2.0070e+00 +1.0814e+00 -4.9224e+00 -4.9528e+00 +1.8279e+00 +2.8242e+00
77 +9.718136046e+02 +9.718136046e+02 +1.567963605e+03 +1.567963605e+03 +1.0062e+00 +2.9656e+00 +1.6294e+00 +2.6022e+00 +5.5376e-01 -3.7296e+00 -2.3992e+00 -3.9299e+00 +2.9360e+00 -1.0244e+00 -1.0861e+00 -2.8406e+00 -9.7856e-01 +3.2486e+00 -2.2544e+00 +3.5963e+00 +2.8840e+00 -2.7140e+00 -2.9811e+00 -1.9801e+00
277 +4.306312341e+02 +4.306312341e+02 +1.026781234e+03 +1.026781234e+03 +1.5865e-02 -2.0344e+00 -1.4763e+00 +5.0553e-01 +1.2073e+00 -5.0000e+00 -1.5093e+00 -5.0000e+00 +2.9019e+00 +3.9756e+00 -4.3595e+00 -3.8909e+00 -1.7123e+00 +1.2897e+00 -9.6260e-01 +3.8887e+00 -6.9591e-01 -5.0000e+00 +2.0189e+00 +2.2777e-01
677 +3.763569911e+02 +3.763569911e+02 +9.725069911e+02 +9.725069911e+02 -2.7523e-01 -1.6947e+00 -2.6068e+00 -3.3548e-01 +8.7856e-01 -5.0000e+00 -1.1164e+00 -5.0000e+00 +2.8772e+00 +3.6659e+00 -3.3103e+00 -3.2066e+00 -1.7764e+00 +1.4442e-01 +2.1033e-01 +3.7910e+00 -2.4618e+00 -5.0000e+00 +6.2725e-01 +7.9123e-01
1510 +2.436539327e+02 +2.436539327e+02 +8.398039327e+02 +8.398039327e+02 -5.1391e-01 +1.2752e+00 -3.5076e+00 +3.4612e+00 -4.9867e-01 -3.1104e+00 -8.3589e-01 -4.9176e+00 +2.3941e+00 +3.7844e+00 -3.3671e+00 -3.8728e+00 -1.9301e+00 +1.0691e+00 -2.9719e+00 +2.2630e+00 +5.5116e-01 -5.0000e+00 +0.0000e+00 +1.1580e+00
3573 +1.565980832e+02 +1.565980832e+02 +7.527480832e+02 +7.527480832e+02 -2.3991e+00 -9.3085e-01 -1.9554e+00 +3.4608e+00 -1.5418e+00 -2.8418e+00 -3.2272e+00 -4.8051e+00 +2.9980e+00 +4.7764e+00 -2.8344e+00 -3.8596e+00 -3.1473e+00 +1.2385e+00 -3.1250e+00 +1.2670e+00 -9.6760e-02 -5.0000e+00 -1.0977e+00 +1.5311e+00
% function evaluation | noise-free fitness - Fopt (1.325100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.925169000e+03 +1.925169000e+03 +2.057679000e+03 +2.057679000e+03 -4.1660e+00 -4.0776e+00 +4.4631e+00 -2.4767e+00 -2.2472e+00 -4.8178e+00 -1.8981e+00 +1.5658e+00 -2.5003e+00 +1.3524e+00 -5.7428e-01 -2.6141e+00 +2.6458e+00 +4.4737e+00 -8.7173e-01 -1.0639e-01 -6.2704e-01 +3.3207e+00 +4.6941e+00 -3.3453e+00
6 +8.678414215e+02 +8.678414215e+02 +1.000351422e+03 +1.000351422e+03 -2.6993e+00 +3.1122e+00 +2.3649e+00 -1.6344e-01 -2.4884e+00 +2.7676e+00 +4.7359e+00 +2.9763e+00 -3.6846e+00 -1.7126e+00 -4.9985e+00 -1.7348e+00 +8.7134e-01 -2.3131e+00 +4.5588e+00 -3.4547e+00 +2.6159e-01 -2.5271e+00 -4.4112e+00 -3.7903e+00
179 +5.618093730e+02 +5.618093730e+02 +6.943193730e+02 +6.943193730e+02 +3.2623e+00 +3.4520e+00 -8.9129e-02 -4.0460e+00 +7.9174e-01 -5.9700e-01 +3.4951e+00 +4.7363e+00 +3.4097e+00 -1.5079e+00 -3.6162e+00 -4.3721e+00 +4.1116e+00 +4.8914e+00 +4.6866e+00 +2.3103e+00 -1.3995e+00 -2.6752e+00 -2.3249e+00 -1.3645e+00
692 +3.881968974e+02 +3.881968974e+02 +5.207068974e+02 +5.207068974e+02 -1.7614e+00 +7.3721e-01 +1.6437e+00 -1.4854e+00 +6.2911e-01 +5.5242e-01 +3.6492e+00 +2.6515e+00 +3.6151e+00 -1.3531e-01 +3.9097e-01 -3.5388e+00 +2.9351e+00 +2.3512e+00 +3.0916e+00 +2.3385e+00 +2.6928e+00 -3.7318e+00 +1.2706e+00 +2.5786e+00
1673 +2.233015654e+02 +2.233015654e+02 +3.558115654e+02 +3.558115654e+02 +4.4856e-01 +3.7442e+00 +2.5862e+00 -3.1364e+00 -2.2589e-01 +2.7806e+00 +4.7011e+00 +1.1104e+00 +1.6164e+00 +0.0000e+00 -6.8733e-01 -3.9720e+00 +1.8909e+00 +1.9494e+00 +2.7661e+00 +3.3853e+00 -5.9022e-02 -3.4223e+00 -5.2472e-01 -1.2896e-01
4772 +1.551583108e+02 +1.551583108e+02 +2.876683108e+02 +2.876683108e+02 +7.9015e-01 +3.4405e+00 +2.6719e+00 -3.4848e+00 +2.8955e+00 +1.1184e+00 +4.6316e+00 +2.6575e+00 +1.5856e-01 +1.9179e-01 -2.7760e+00 -4.0734e+00 +9.0558e-01 +1.7444e+00 +2.8561e+00 +2.6975e+00 -6.5541e-01 -2.3144e+00 -6.8555e-01 -1.2763e-01
% function evaluation | noise-free fitness - Fopt (-2.401800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.619694581e+03 +3.619694581e+03 +3.379514581e+03 +3.379514581e+03 +2.9995e+00 +4.2449e+00 -1.8875e+00 +1.5891e+00 -4.5035e+00 +2.6039e+00 +3.8309e+00 +1.6718e+00 -4.2372e+00 +9.7642e-02 -1.2594e+00 -2.7231e+00 -3.3960e+00 -2.7047e+00 -2.9234e+00 -3.8985e+00 +2.9412e+00 -7.9822e-01 -1.6615e+00 +7.7049e-01
2 +1.566501883e+03 +1.566501883e+03 +1.326321883e+03 +1.326321883e+03 -4.0867e+00 +2.9979e+00 -4.2930e+00 -3.0846e+00 +3.5784e+00 +3.1497e-01 +3.0024e+00 +7.1389e-01 +4.1665e+00 +3.0500e+00 +1.3292e-01 +4.1425e+00 +1.3489e+00 -4.0570e+00 +1.2324e+00 -2.4888e+00 -1.9244e+00 +2.5364e+00 -5.6113e-01 -5.6616e-01
5 +7.593912591e+02 +7.593912591e+02 +5.192112591e+02 +5.192112591e+02 -2.6493e+00 +8.4995e-01 +4.3696e+00 -4.8751e+00 -2.2908e+00 +3.0094e+00 -1.6492e+00 -2.4036e+00 -8.6885e-02 +3.1121e+00 -1.5155e+00 -4.9140e+00 +4.1141e+00 -3.2706e+00 -3.8238e+00 +2.5120e+00 -1.8145e-01 +6.3229e-01 -1.0640e+00 +2.8406e+00
303 +6.211383593e+02 +6.211383593e+02 +3.809583593e+02 +3.809583593e+02 -2.6349e+00 +4.0884e-01 -3.3005e+00 -3.9852e+00 +8.5197e-01 +3.4522e+00 -3.0413e+00 -9.7897e-01 +3.4577e+00 -2.9952e+00 -2.1812e-01 +5.0000e+00 +9.2045e-01 -5.0000e+00 +2.5615e+00 +8.4659e-01 -2.2805e+00 +3.8070e+00 +1.2140e-01 +1.0516e+00
682 +3.906196746e+02 +3.906196746e+02 +1.504396746e+02 +1.504396746e+02 -1.1230e+00 +2.8225e+00 +1.4791e+00 -3.3317e+00 +2.2216e+00 -4.8254e-01 -4.5997e+00 +9.6560e-02 +5.0000e+00 +9.8425e-01 +2.5577e+00 +2.5123e-01 +1.1089e+00 -4.0051e+00 -7.2824e-01 -1.6675e+00 -1.3226e+00 +2.1494e+00 +3.9328e+00 +0.0000e+00
1661 +2.445371572e+02 +2.445371572e+02 +4.357157213e+00 +4.357157213e+00 -1.4036e+00 +3.2498e+00 +1.4905e+00 -1.7801e+00 +4.0739e-01 +6.9586e-01 -2.6144e+00 -2.0406e+00 +4.9689e+00 -1.3565e+00 +1.0188e+00 +1.7664e+00 +4.2667e-01 -2.9233e+00 -1.1216e+00 +5.4284e-01 -3.1233e-01 +2.5431e+00 +3.6747e+00 +2.4373e+00
4807 +1.556154661e+02 +1.556154661e+02 -8.456453391e+01 -8.456453391e+01 -2.3508e+00 +1.9795e+00 +7.8214e-01 -1.3823e+00 +7.5957e-01 +4.3699e-02 -3.2930e+00 -3.4518e+00 +4.9745e+00 -4.5660e+00 +6.6462e-02 +1.3837e+00 +5.5708e-01 -4.1364e+00 -7.2309e-01 +5.2030e-01 -4.7415e-01 +1.3135e+00 +2.5567e+00 +1.8706e+00
% function evaluation | noise-free fitness - Fopt (-3.941600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.322144716e+03 +2.322144716e+03 +1.927984716e+03 +1.927984716e+03 -6.8081e-01 +1.1005e+00 +1.0117e+00 +4.5565e+00 -1.0236e+00 +5.8977e-01 +3.1080e+00 -3.4959e+00 +3.9209e+00 -1.3938e+00 +2.2624e+00 +4.1873e+00 +2.7587e+00 +1.2843e+00 -5.0108e-01 -1.4390e+00 +2.9599e+00 -1.7575e+00 +1.9449e+00 +1.5367e+00
4 +1.351462376e+03 +1.351462376e+03 +9.573023755e+02 +9.573023755e+02 -3.0987e+00 +3.0980e+00 -3.0302e+00 +4.9926e+00 +9.2714e-01 +4.3654e-01 -3.7555e-01 -4.4497e-01 +2.0243e-01 -4.9951e+00 +2.7835e+00 +1.5147e+00 +2.8943e+00 +4.8507e-02 -2.2945e+00 +3.9300e+00 +2.7373e-01 +4.8447e+00 +1.2700e+00 -1.0126e+00
32 +8.360184328e+02 +8.360184328e+02 +4.418584328e+02 +4.418584328e+02 +2.5859e+00 -2.8619e+00 +1.8317e+00 -1.1008e-01 -9.5206e-01 +9.5485e-01 -1.2252e+00 +1.2686e+00 +2.2633e-01 +2.0420e+00 -3.7349e+00 -3.0182e+00 -4.8818e+00 -4.8470e-01 +1.2747e+00 +3.2552e+00 -1.6335e+00 +4.3823e+00 +2.4651e+00 -9.1240e-01
214 +4.579019021e+02 +4.579019021e+02 +6.374190207e+01 +6.374190207e+01 -8.0071e-01 -4.1474e+00 +6.5996e-01 -2.8426e-01 +3.5750e+00 +3.8537e-01 -3.4389e+00 -9.7429e-01 -2.2761e-01 +1.0053e+00 -1.6131e+00 -2.2364e+00 -5.6331e-01 +2.2499e+00 +8.7651e-01 +6.0956e-02 +3.1337e+00 +1.9435e-01 -1.6780e+00 -8.9342e-01
863 +3.611873319e+02 +3.611873319e+02 -3.297266810e+01 -3.297266810e+01 -3.8207e+00 -4.6286e+00 +0.0000e+00 +9.0872e-01 +1.6013e+00 +1.3065e+00 -4.9971e+00 -1.5426e+00 -1.2176e+00 -1.3263e+00 -1.5019e+00 +6.1398e-01 +2.6818e+00 +2.3235e+00 -1.0901e+00 -2.5691e+00 +2.4437e+00 +1.7875e+00 +2.6981e-01 -5.5753e-01
1717 +1.987668757e+02 +1.987668757e+02 -1.953931243e+02 -1.953931243e+02 -2.8166e+00 -4.2276e+00 +1.4824e+00 +2.1434e+00 +1.8726e+00 -2.0174e-01 -4.7259e+00 -9.4146e-01 +1.3629e-01 -4.8333e-01 -2.5489e+00 -1.5315e+00 +1.4193e+00 +1.1314e+00 -1.0400e+00 +1.2960e+00 +1.3354e+00 +6.1239e-01 +2.9148e+00 -3.7613e+00
3367 +1.501171598e+02 +1.501171598e+02 -2.440428402e+02 -2.440428402e+02 -2.5053e+00 -3.9758e+00 +9.7209e-01 +6.7407e-01 +6.0499e-01 -2.3308e-01 -4.5550e+00 -6.7108e-01 +9.7424e-01 -1.5014e-01 -2.3355e+00 -1.5456e+00 +1.4074e+00 +1.4417e+00 -1.2212e+00 +1.1420e+00 +1.5349e+00 +1.0234e-01 +2.3097e+00 -3.6254e+00
