% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
223 +6.024233397e+02 +6.024233397e+02 +6.564933397e+02 +6.564933397e+02 +2.8438e+00 -5.0000e+00 -5.0000e+00 +5.9053e-01 -2.4606e+00 -1.6875e+00 +4.3897e-01 +2.8089e+00 -4.9139e+00 -2.0695e+00 -1.4698e+00 +5.0000e+00 +3.0216e+00 +1.8191e+00 +2.7196e+00 -5.1131e-01 -1.3684e-02 -1.1490e+00 -2.8099e+00 +4.2906e-01
406 +3.903274640e+02 +3.903274640e+02 +4.443974640e+02 +4.443974640e+02 +1.9559e+00 -5.0000e+00 +3.4016e+00 +5.0000e+00 -5.0000e+00 +1.6079e+00 +4.6841e+00 +2.5517e+00 -5.0000e+00 -4.4377e+00 +6.9291e-01 +3.1786e+00 +3.2490e+00 +4.3156e+00 +5.0000e+00 -2.4781e+00 +4.7079e+00 -2.1248e+00 +2.3304e+00 +0.0000e+00
895 +2.384652040e+02 +2.384652040e+02 +2.925352040e+02 +2.925352040e+02 +4.0010e+00 -3.3488e+00 +3.5780e-01 +3.3296e+00 -4.0596e+00 +2.8408e+00 -2.4528e-01 -1.0541e+00 -5.0000e+00 -2.1080e+00 -1.1354e+00 +2.4636e+00 +1.6077e+00 +6.5699e-01 +4.6518e+00 -1.9297e+00 +1.5593e-01 -1.0263e+00 +8.2157e-02 +4.3672e-01
1317 +1.336836124e+02 +1.336836124e+02 +1.877536124e+02 +1.877536124e+02 +3.0398e+00 -2.9789e+00 +1.2696e-01 +2.9413e+00 -3.2174e+00 +2.5563e+00 -2.9329e-01 -3.7459e-01 -4.3737e+00 -1.5292e+00 -2.6016e+00 +2.4627e+00 -1.1126e-01 +2.3579e+00 +4.0537e+00 -2.6976e-01 +0.0000e+00 +3.0735e+00 -1.2161e+00 -1.0735e+00
1678 +8.848911203e+01 +8.848911203e+01 +1.425591120e+02 +1.425591120e+02 +3.8273e-01 -2.6967e+00 +7.8243e-01 +2.5799e+00 -3.8179e+00 +2.7737e+00 +0.0000e+00 +1.6780e+00 -5.0000e+00 -4.8265e-01 -3.4966e+00 +2.7258e+00 +3.9820e-01 +1.2842e+00 +4.8943e+00 -2.1382e+00 +9.2650e-01 +2.8997e-01 -2.1672e+00 -3.9449e-01
2410 +6.219861418e+01 +6.219861418e+01 +1.162686142e+02 +1.162686142e+02 +1.5481e+00 -2.5648e+00 +1.3748e+00 +2.8136e+00 -3.5191e+00 +3.4337e+00 -5.4950e-02 +1.3306e+00 -4.9491e+00 -2.1610e-01 -3.8388e+00 +2.6088e+00 -3.9811e-01 +2.1193e+00 +4.9622e+00 -1.0377e+00 -8.7486e-02 +5.0655e-01 -2.5116e+00 -6.4091e-01
2801 +3.070251082e+01 +3.070251082e+01 +8.477251082e+01 +8.477251082e+01 +6.8495e-01 -3.3000e+00 +1.7012e+00 +3.6584e+00 -3.1901e+00 +2.8182e+00 -1.4161e+00 +2.8457e+00 -4.9433e+00 -1.3435e+00 -3.4837e+00 +1.4330e+00 -1.4309e+00 +1.9021e+00 +4.6815e+00 -2.0534e+00 +8.9839e-01 +3.5036e-01 -3.4933e+00 -1.3338e+00
3333 +2.432390586e+01 +2.432390586e+01 +7.839390586e+01 +7.839390586e+01 +1.1580e+00 -3.1466e+00 +2.2912e+00 +2.6326e+00 -3.4372e+00 +3.0822e+00 -3.5041e-01 +2.6131e+00 -4.9440e+00 -7.2112e-01 -3.4764e+00 +1.6414e+00 -3.6637e-01 +2.1744e+00 +4.8348e+00 -1.7057e+00 +4.2327e-01 +7.9985e-01 -3.7299e+00 -7.7033e-01
3822 +1.552755831e+01 +1.552755831e+01 +6.959755831e+01 +6.959755831e+01 +1.2012e+00 -3.6176e+00 +1.7326e+00 +2.9734e+00 -3.4999e+00 +2.8768e+00 -7.4283e-02 +2.5140e+00 -4.9255e+00 -8.2307e-01 -3.3158e+00 +1.0014e+00 -9.7109e-01 +2.7042e+00 +4.8483e+00 -1.5170e+00 +5.8732e-01 +1.7916e+00 -3.5613e+00 -5.5569e-01
% function evaluation | noise-free fitness - Fopt (-9.152000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.907506729e+03 +1.907506729e+03 +1.815986729e+03 +1.815986729e+03 -3.4750e+00 +6.9452e-01 +1.5472e+00 +3.3592e+00 +1.0809e-01 -1.3718e+00 +1.2557e-01 -1.2418e+00 -2.3101e+00 -3.1328e+00 -1.4959e+00 -2.9030e+00 -1.2175e+00 +1.2849e+00 -3.5898e+00 +4.6276e+00 -2.8826e+00 -3.8641e+00 +4.9015e+00 -4.5763e+00
12 +9.517723641e+02 +9.517723641e+02 +8.602523641e+02 +8.602523641e+02 -4.5834e+00 +1.7720e+00 -3.2510e+00 +2.1241e+00 +2.6251e+00 -2.7845e+00 +3.5184e+00 -2.0031e+00 +3.9969e+00 +1.0148e+00 -3.1202e+00 -2.6415e+00 -4.2115e+00 +2.9292e+00 +5.7655e-01 +1.0967e+00 +7.1265e-01 +1.6838e+00 -1.3280e+00 +4.3530e+00
220 +5.837761240e+02 +5.837761240e+02 +4.922561240e+02 +4.922561240e+02 -2.4518e+00 -5.0000e+00 -1.3673e+00 -1.8275e+00 +1.4521e+00 +3.5247e+00 +1.2859e+00 -3.4249e+00 -3.4323e+00 +2.9789e+00 -1.8349e+00 -5.0000e+00 -1.8731e+00 +2.2922e+00 +7.9718e-01 +2.2833e+00 +2.8731e-01 +5.0000e+00 -1.6448e+00 +1.3967e+00
345 +3.622425552e+02 +3.622425552e+02 +2.707225552e+02 +2.707225552e+02 -1.9582e+00 +2.9866e-01 -3.8250e-01 -4.0404e-01 +3.4223e+00 +5.5803e-01 +4.2604e+00 -5.0000e+00 -1.9232e+00 -8.9225e-02 -4.7100e-01 -4.4437e-01 -1.2360e+00 +4.2796e-01 -5.0000e+00 +2.0962e-02 -2.2327e+00 +5.0000e+00 +1.2058e+00 -2.7211e+00
699 +2.131361886e+02 +2.131361886e+02 +1.216161886e+02 +1.216161886e+02 -4.2711e+00 -8.8823e-01 -1.2794e+00 -9.8580e-01 +3.0646e+00 +1.9491e+00 +3.0465e+00 -5.0000e+00 -1.1755e+00 +6.3234e-01 +3.0681e-01 +3.4969e+00 -1.4136e+00 -3.9876e-01 -3.6557e+00 -2.0631e+00 -3.2496e-01 +4.3736e+00 +8.1108e-01 -1.2177e+00
1518 +1.427988526e+02 +1.427988526e+02 +5.127885257e+01 +5.127885257e+01 -5.0000e+00 -3.6427e-01 -2.4308e+00 -3.3079e-01 +3.0965e+00 +6.4728e-01 +3.2234e+00 -4.9737e+00 -1.9170e+00 +1.0824e+00 +2.8518e-01 +9.8101e-01 -7.4388e-01 +8.9304e-01 -2.2605e+00 -6.7826e-01 -1.3055e+00 +4.7287e+00 -4.8011e-01 -2.2093e+00
2411 +6.967251015e+01 +6.967251015e+01 -2.184748985e+01 -2.184748985e+01 -4.8943e+00 +1.0447e+00 -2.6592e+00 +9.9190e-01 +2.6014e+00 +8.2292e-01 +3.1340e+00 -4.9744e+00 -1.6593e+00 +4.3252e-01 +7.2781e-01 +1.1936e+00 -3.2045e+00 +1.0989e+00 -1.9826e+00 -2.3350e+00 -1.1240e+00 +4.9862e+00 -1.1514e+00 -7.4887e-01
2812 +6.037234317e+01 +6.037234317e+01 -3.114765683e+01 -3.114765683e+01 -5.0000e+00 +1.0705e+00 -2.6376e+00 +1.0604e+00 +3.0785e+00 -6.4498e-02 +2.5694e+00 -4.9507e+00 -1.1099e+00 +9.2948e-01 +2.1756e+00 +9.8962e-01 -3.2836e+00 +8.2835e-01 -1.2710e+00 -2.2596e+00 -8.5508e-01 +4.9936e+00 -8.7025e-01 -8.2425e-01
% function evaluation | noise-free fitness - Fopt (2.263000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.146186634e+03 +4.146186634e+03 +4.168816634e+03 +4.168816634e+03 -3.1872e+00 +4.4919e+00 -3.1710e+00 -7.4655e-01 +2.5983e+00 -1.6052e+00 +1.0158e+00 +6.3104e-01 +9.2747e-01 -3.7728e+00 -4.0539e+00 -1.4422e+00 -1.7154e+00 +3.8197e+00 -2.8986e+00 +7.0144e-01 +1.9251e+00 -2.7647e+00 +1.8152e+00 +7.4779e-01
2 +2.124469453e+03 +2.124469453e+03 +2.147099453e+03 +2.147099453e+03 +2.7313e+00 +3.0264e+00 -2.1209e+00 -1.4006e+00 +1.3719e-01 +8.1707e-02 -6.1618e-01 -4.5756e+00 +1.1431e+00 -8.4409e-02 +1.5636e+00 +4.9840e+00 -4.1286e+00 +1.4245e+00 +3.6220e+00 +3.5103e+00 +3.3007e-01 +7.2698e-01 +1.1085e+00 +4.7447e+00
24 +9.792830696e+02 +9.792830696e+02 +1.001913070e+03 +1.001913070e+03 -6.5123e-01 -3.1565e+00 +1.6244e+00 +2.4140e+00 -1.9184e+00 +2.4408e+00 +2.3607e+00 -3.2549e+00 +4.3510e+00 +4.5336e+00 +4.5579e+00 +1.4180e+00 -2.3393e+00 -2.8568e+00 +1.6646e+00 -8.4372e-01 +1.5433e+00 +3.7412e+00 -2.8160e+00 -4.3091e+00
202 +3.499658151e+02 +3.499658151e+02 +3.725958151e+02 +3.725958151e+02 -2.2612e-01 -1.9736e+00 +2.4783e+00 +3.2487e+00 +2.5019e+00 +5.0000e+00 +2.6614e+00 +4.2437e-01 +3.9758e+00 +3.8240e+00 +4.2903e+00 +2.1328e+00 +8.7145e-01 -3.5755e+00 +1.6238e+00 +3.3687e+00 +5.0000e+00 -9.9824e-01 -3.8915e+00 -2.5532e-01
955 +2.388519294e+02 +2.388519294e+02 +2.614819294e+02 +2.614819294e+02 +3.4003e+00 -2.7615e+00 +4.5214e+00 +9.5297e-01 +5.0000e+00 +5.0000e+00 +3.4130e+00 -5.0000e+00 +5.0000e+00 +3.1580e+00 +3.6876e+00 +1.2405e+00 +5.0000e+00 -2.2002e+00 -9.8450e-01 +5.0000e+00 -2.3150e+00 -1.9027e+00 -3.2303e+00 +3.9997e-01
991 +1.533538918e+02 +1.533538918e+02 +1.759838918e+02 +1.759838918e+02 +1.0510e+00 -2.7188e+00 +3.0943e+00 +3.2463e+00 +2.1026e+00 +3.9129e+00 +3.6621e+00 +2.2577e+00 +5.0000e+00 +2.0446e+00 +3.5818e+00 +1.1054e+00 +2.1928e+00 -2.2862e+00 +5.1306e-01 +3.5021e+00 +1.2318e+00 -1.9219e+00 -4.0705e+00 +1.6148e+00
1304 +8.065689282e+01 +8.065689282e+01 +1.032868928e+02 +1.032868928e+02 +1.7641e+00 -2.7327e+00 +3.9790e+00 +2.4242e+00 +2.1627e+00 +3.6326e+00 +2.7585e+00 +2.0351e+00 +4.9869e+00 +2.7509e+00 +3.1341e+00 +2.2080e+00 +2.2191e+00 -3.4992e+00 +2.0542e-01 +2.4679e+00 +2.1565e+00 -2.1462e+00 -4.4108e+00 +2.9427e+00
2066 +6.203584147e+01 +6.203584147e+01 +8.466584147e+01 +8.466584147e+01 +1.2092e+00 -5.0000e+00 +4.1407e+00 +2.9463e+00 +1.8762e+00 +3.6943e+00 +2.8861e+00 -2.0139e-01 +4.9941e+00 +2.7476e+00 +2.6776e+00 +2.0695e-01 +2.7322e+00 -4.1965e+00 +1.6165e+00 +1.9801e+00 +9.1582e-01 -2.4098e+00 -4.6900e+00 +3.3459e+00
2531 +3.373197200e+01 +3.373197200e+01 +5.636197200e+01 +5.636197200e+01 +8.9300e-01 -5.0000e+00 +4.1887e+00 +1.3851e+00 +1.1709e+00 +2.7521e+00 +4.2882e+00 +1.5143e+00 +4.8969e+00 +2.5593e+00 +1.6424e+00 -1.6692e-01 +3.4200e+00 -4.1270e+00 +7.4304e-01 +1.4677e+00 +2.9319e+00 -2.1905e+00 -4.3846e+00 +3.4953e+00
3117 +2.120611602e+01 +2.120611602e+01 +4.383611602e+01 +4.383611602e+01 +6.3830e-01 -4.6146e+00 +4.5630e+00 +2.1464e+00 +7.1560e-01 +3.5892e+00 +4.6403e+00 +9.2558e-01 +4.8908e+00 +2.5170e+00 +8.3792e-01 -1.2963e-01 +3.0101e+00 -4.2295e+00 +2.5550e-01 +1.8471e+00 +2.4656e+00 -1.4180e+00 -4.3345e+00 +3.3167e+00
3827 +1.482977992e+01 +1.482977992e+01 +3.745977992e+01 +3.745977992e+01 +9.1425e-01 -4.3244e+00 +4.4795e+00 +2.0733e+00 +7.4279e-01 +4.1419e+00 +4.5901e+00 +1.4861e+00 +4.8272e+00 +2.2295e+00 +5.5838e-01 -1.2888e-01 +3.1425e+00 -4.0453e+00 +3.6255e-01 +1.7652e+00 +2.5518e+00 -1.8228e+00 -4.2414e+00 +3.2304e+00
% function evaluation | noise-free fitness - Fopt (1.554000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.360096555e+03 +1.360096555e+03 +1.375636555e+03 +1.375636555e+03 -1.4293e+00 -1.4643e+00 -1.7732e+00 -1.9068e+00 -2.3371e+00 -1.6403e+00 +4.8203e+00 +4.1376e+00 -2.4232e+00 +9.1380e-01 +1.0095e-01 -9.3178e-01 -4.3996e+00 -4.1328e+00 +2.7192e-01 -8.3578e-01 -2.1378e-01 +2.6548e+00 -2.7990e+00 +2.3728e+00
50 +9.377283403e+02 +9.377283403e+02 +9.532683403e+02 +9.532683403e+02 +3.8632e+00 +3.4477e-01 +3.6964e+00 -4.6542e+00 -2.5900e+00 -3.6791e+00 +2.0670e+00 +3.0448e-02 +4.3237e+00 -3.0848e+00 +7.1424e-01 +4.3314e-01 -4.3232e+00 -6.0487e-01 -4.7742e+00 +4.1045e+00 -1.6625e+00 -4.1277e+00 -2.9191e+00 +1.6204e+00
250 +5.206699426e+02 +5.206699426e+02 +5.362099426e+02 +5.362099426e+02 -1.1368e+00 -1.2893e+00 +2.8000e+00 -5.0000e+00 -2.1262e+00 -5.0000e+00 -2.9330e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +3.5248e+00 +2.3906e+00 +6.7683e-01 -1.4280e+00 -5.0000e+00 +3.2609e+00 +1.3680e-02 -2.0596e+00 +2.0809e+00 +5.0000e+00
425 +2.699508758e+02 +2.699508758e+02 +2.854908758e+02 +2.854908758e+02 -1.6777e+00 -7.7612e-02 +3.1498e+00 -3.5520e+00 -2.0198e+00 -3.7903e+00 +0.0000e+00 +5.0000e+00 +1.3664e+00 -5.0000e+00 +2.2757e+00 +7.4738e-01 +0.0000e+00 -1.2743e+00 -4.5175e+00 +1.2643e+00 -5.9803e-01 +6.4293e-01 +0.0000e+00 +3.4822e+00
618 +2.261141628e+02 +2.261141628e+02 +2.416541628e+02 +2.416541628e+02 -9.8937e-01 +0.0000e+00 +2.1699e+00 +3.5818e-01 -2.9146e+00 -2.2064e+00 -1.1044e-01 +5.0000e+00 +2.4743e+00 -4.4357e+00 +9.5573e-01 -1.7882e+00 -2.1095e+00 -4.7164e-01 -5.0000e+00 +1.5111e+00 -6.4768e-01 +1.0164e+00 +0.0000e+00 +1.8488e+00
1079 +1.457488996e+02 +1.457488996e+02 +1.612888996e+02 +1.612888996e+02 -1.2662e+00 -8.4551e-01 +1.9070e+00 -1.3647e+00 -2.1543e+00 -2.4363e+00 -1.9475e+00 +5.0000e+00 +4.9682e+00 -4.6852e+00 +3.0152e+00 -2.3716e+00 +2.8406e-01 -1.0654e+00 -2.7604e+00 +1.3662e+00 -4.5264e-01 +2.0125e+00 -5.9890e-01 +6.8547e-01
1654 +9.258483409e+01 +9.258483409e+01 +1.081248341e+02 +1.081248341e+02 -9.6673e-01 +9.9823e-02 +2.4507e-01 +2.4455e+00 -2.7997e+00 -1.9533e+00 +1.1507e+00 +4.2979e+00 +1.5069e+00 -4.7371e+00 +4.9912e+00 -1.7331e+00 -1.2137e+00 +1.0473e-02 -3.0464e+00 -2.4389e+00 -1.0234e+00 +1.8179e+00 -8.7315e-01 +1.3532e+00
1905 +5.987170306e+01 +5.987170306e+01 +7.541170306e+01 +7.541170306e+01 -1.4154e+00 -3.4818e-01 +2.0021e+00 +9.3542e-01 -2.5872e+00 -2.3037e+00 -5.2936e-01 +3.5376e+00 +2.4406e+00 -4.8781e+00 +3.8433e+00 -3.8494e+00 -1.9120e+00 -1.6095e-01 -4.7615e+00 -1.9654e+00 +2.8084e-01 +7.4167e-01 -2.0349e+00 +1.1376e+00
2184 +3.488217869e+01 +3.488217869e+01 +5.042217869e+01 +5.042217869e+01 -1.7211e+00 -6.6168e-02 +5.5302e-01 +1.8511e+00 -3.2405e+00 -1.6876e+00 +3.4046e-01 +4.8475e+00 +1.8360e+00 -4.7097e+00 +4.9524e+00 -4.2867e+00 -1.6362e+00 -1.9384e-01 -4.6064e+00 -3.9036e+00 -8.5796e-01 +1.1448e+00 -1.5239e+00 +3.1111e+00
3048 +2.198075128e+01 +2.198075128e+01 +3.752075128e+01 +3.752075128e+01 -1.2090e+00 +2.6991e-01 +5.0308e-01 +2.0582e+00 -3.4711e+00 -1.7409e+00 +3.6721e-01 +4.8275e+00 +1.5988e+00 -4.7561e+00 +4.9570e+00 -3.4116e+00 -2.5293e+00 -7.9181e-02 -4.7079e+00 -3.8837e+00 -2.3607e-01 +1.2207e+00 -2.2708e+00 +1.9757e+00
3887 +1.558576460e+01 +1.558576460e+01 +3.112576460e+01 +3.112576460e+01 -1.2152e+00 +5.7422e-01 +4.8365e-01 +1.6716e+00 -3.4441e+00 -1.7311e+00 +4.9630e-01 +4.5192e+00 +1.5385e+00 -4.7299e+00 +4.7425e+00 -3.1240e+00 -2.4407e+00 +7.5427e-02 -4.6469e+00 -4.6835e+00 -2.4649e-01 +1.3109e+00 -2.0993e+00 +1.4508e+00
% function evaluation | noise-free fitness - Fopt (-3.765100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.771777001e+03 +4.771777001e+03 +4.395267001e+03 +4.395267001e+03 +2.6667e+00 -1.9179e+00 +3.4217e+00 +1.1663e-01 -4.1758e-01 +1.8261e+00 +3.0702e+00 +3.9376e+00 -2.4872e+00 +1.2182e+00 -1.5492e+00 +2.0545e+00 +4.7224e+00 +6.3107e-01 +4.9027e+00 -2.0100e+00 -3.0750e+00 -3.7370e+00 +7.5851e-01 +2.6926e+00
3 +1.155089285e+03 +1.155089285e+03 +7.785792853e+02 +7.785792853e+02 -1.9539e+00 +2.0359e+00 -3.9608e+00 +4.4074e+00 +2.3559e+00 -1.3435e+00 -3.5073e-01 -3.4249e+00 +5.5500e-01 -2.2698e+00 +3.0654e-01 -3.5700e+00 -2.1039e+00 +3.6470e+00 +3.5690e+00 -7.1881e-01 +2.2751e+00 +2.9129e+00 -4.6394e+00 +3.1698e-01
68 +9.304670224e+02 +9.304670224e+02 +5.539570224e+02 +5.539570224e+02 -2.8663e+00 +1.5034e+00 -3.2024e+00 +3.5120e+00 -4.8383e+00 -1.5590e+00 +3.9264e+00 -3.5500e+00 -3.3718e+00 -8.1083e-01 +1.9156e+00 +2.5708e+00 -2.6240e+00 +1.6431e+00 +4.7560e+00 -1.7977e-01 +3.5110e+00 -4.9067e+00 -5.0228e-01 -2.7427e+00
145 +5.028592780e+02 +5.028592780e+02 +1.263492780e+02 +1.263492780e+02 -2.5498e+00 +2.0883e+00 +2.0898e+00 -5.4982e-01 -2.4427e-01 +8.3597e-01 +1.3951e-01 -4.3041e+00 -4.1527e+00 -4.7655e+00 -9.7656e-02 +3.2443e+00 -3.9422e+00 +1.0911e+00 +3.2207e+00 +4.3829e+00 +1.7482e+00 -3.7547e+00 -4.6678e+00 -4.1810e+00
468 +2.736710672e+02 +2.736710672e+02 -1.028389328e+02 -1.028389328e+02 -5.0000e+00 +1.5933e+00 +2.9777e+00 +0.0000e+00 -3.3905e-01 -1.3765e+00 +3.5275e-01 -4.6013e+00 -1.1605e+00 -3.0878e+00 -1.5675e+00 +0.0000e+00 -3.3922e+00 +3.9130e+00 +2.2935e+00 -1.1481e+00 +1.0850e+00 +2.5125e-01 -4.0961e+00 -2.6936e+00
697 +2.386173084e+02 +2.386173084e+02 -1.378926916e+02 -1.378926916e+02 -4.9753e+00 +3.2831e+00 +2.1006e+00 -3.3044e-01 -6.9588e-01 -4.9553e-01 -1.2828e+00 -4.5607e+00 -3.1654e+00 -1.3963e+00 -1.0756e+00 -5.8876e-01 -3.2871e+00 +5.0000e+00 +1.8791e+00 -1.5053e+00 +1.4913e+00 +1.7883e+00 -4.6172e+00 -8.2747e-01
1187 +1.410235360e+02 +1.410235360e+02 -2.354864640e+02 -2.354864640e+02 -4.9700e+00 +0.0000e+00 +2.0213e+00 -1.9455e+00 -7.8389e-01 -9.8689e-01 -8.7638e-01 -4.7810e+00 -4.1370e+00 -1.6026e-01 +1.5289e-01 -2.6132e-01 -3.4670e+00 +3.9564e+00 +1.6710e+00 +1.0463e+00 +2.3979e+00 +3.2034e+00 -4.2345e+00 -3.7275e+00
2142 +9.425270008e+01 +9.425270008e+01 -2.822572999e+02 -2.822572999e+02 -4.8450e+00 +4.3257e-01 +2.0633e+00 +1.0838e+00 -1.4646e-01 -8.6033e-01 +6.4161e-01 -5.0000e+00 -4.9241e+00 +4.4385e-01 +1.0483e+00 +3.4953e-01 -3.2508e+00 +2.5806e+00 +2.2214e+00 +1.9085e+00 +1.2457e+00 +2.1672e+00 -4.2993e+00 -4.5591e+00
3010 +5.844305226e+01 +5.844305226e+01 -3.180669477e+02 -3.180669477e+02 -4.7212e+00 +8.8811e-01 +1.7709e+00 +3.8228e-01 -3.6759e-01 -5.4133e-01 +1.5296e+00 -4.9923e+00 -4.7277e+00 +1.1552e-01 +1.1379e+00 -8.4107e-01 -2.8151e+00 +3.0270e+00 +3.7887e+00 +1.7064e+00 +1.3903e+00 +1.1956e+00 -4.8213e+00 -4.0900e+00
3274 +3.403856059e+01 +3.403856059e+01 -3.424714394e+02 -3.424714394e+02 -2.8032e+00 +8.4333e-01 +1.9905e+00 -3.3416e-01 +1.7439e+00 -1.1145e+00 +2.0110e+00 -4.9832e+00 -3.9463e+00 +9.9709e-01 +9.0710e-01 -1.8806e+00 -2.0314e+00 +3.3258e+00 +2.9277e+00 +3.1066e-01 +1.6663e+00 +8.5380e-01 -4.4694e+00 -3.3426e+00
4012 +2.419521624e+01 +2.419521624e+01 -3.523147838e+02 -3.523147838e+02 -2.6642e+00 +8.0572e-01 +1.8684e+00 -4.9151e-01 +1.1508e+00 -1.1222e+00 +1.7441e+00 -4.9699e+00 -3.5267e+00 -9.4306e-01 +8.9004e-01 -2.2934e+00 -1.9729e+00 +2.8942e+00 +2.9594e+00 +1.0778e-01 +1.6387e+00 +2.1429e+00 -4.2748e+00 -3.5740e+00
4470 +1.494854128e+01 +1.494854128e+01 -3.615614587e+02 -3.615614587e+02 -2.9788e+00 +8.5650e-01 +1.8766e+00 -3.9506e-01 +1.5450e+00 -1.1927e+00 +1.7566e+00 -4.9225e+00 -3.2339e+00 +3.7792e-01 +9.5263e-01 -2.1111e+00 -1.8917e+00 +3.1681e+00 +2.9499e+00 -1.5738e-01 +2.4583e+00 +2.0858e+00 -3.8496e+00 -3.6279e+00
% function evaluation | noise-free fitness - Fopt (3.960400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.598275130e+03 +1.598275130e+03 +1.994315130e+03 +1.994315130e+03 -4.7515e+00 -3.4992e+00 -4.8341e+00 +1.5859e+00 -3.9490e+00 -4.9108e+00 -1.2255e+00 -1.3076e-01 -4.2152e-01 -4.3749e-02 -9.7020e-01 -3.7502e+00 -1.9529e+00 -1.7522e+00 +1.7280e+00 -3.2487e+00 +1.6838e-01 -3.1158e+00 +1.6343e+00 -3.6533e+00
2 +8.276119288e+02 +8.276119288e+02 +1.223651929e+03 +1.223651929e+03 +3.8442e+00 +3.1915e+00 -4.8650e+00 +2.2299e+00 +1.5197e+00 +2.1492e+00 +3.3563e+00 -4.8873e+00 -2.1769e+00 +2.4218e+00 +3.0874e+00 -9.4537e-01 +5.1117e-01 +1.4731e+00 -7.4434e-01 +3.1496e+00 +3.7463e+00 +4.3433e+00 -2.0850e+00 -1.1471e-01
213 +4.699718414e+02 +4.699718414e+02 +8.660118414e+02 +8.660118414e+02 -1.4503e+00 +4.6559e+00 -1.3562e+00 +2.3411e-01 +3.1140e+00 +1.4989e+00 -3.3137e-01 -7.6982e-01 -4.0927e+00 +2.1130e+00 -1.1396e+00 -3.3615e+00 +3.7731e+00 -4.1716e+00 -3.3778e+00 -5.8669e-03 +1.4327e+00 +1.8301e-01 -5.3716e-01 +1.8308e+00
604 +3.835943511e+02 +3.835943511e+02 +7.796343511e+02 +7.796343511e+02 -1.2052e-02 +0.0000e+00 -9.1047e-01 -1.8086e-02 +2.1519e-01 +2.8077e+00 -7.1649e-01 -5.3509e-01 -3.7592e+00 +3.0719e+00 -4.4720e-01 -3.6204e+00 +1.0925e+00 -3.8583e+00 -1.7426e+00 +8.8124e-01 -8.1975e-01 -3.4316e-01 -6.4191e-01 +1.4085e-01
1027 +1.882428815e+02 +1.882428815e+02 +5.842828815e+02 +5.842828815e+02 -3.2503e+00 -4.1479e+00 -1.4681e+00 +8.9506e-01 -1.8440e+00 +3.9221e+00 -5.1753e-02 +4.7099e+00 -2.7768e+00 +1.9549e+00 -2.3501e+00 -8.9014e-01 +1.8602e+00 -3.1421e+00 +2.8848e+00 -8.6134e-01 +1.1459e+00 -1.3246e-01 -2.9086e+00 +5.0000e+00
1639 +1.381071506e+02 +1.381071506e+02 +5.341471506e+02 +5.341471506e+02 -7.4125e-01 -5.5087e-01 -2.1994e+00 +2.9930e+00 -9.3583e-01 +1.8153e+00 -5.2149e-01 +1.9274e+00 -1.7038e+00 +3.0175e+00 -1.3329e+00 -4.6721e-01 +7.6634e-01 -3.9447e+00 +1.2278e+00 -6.8603e-01 +1.2727e+00 +3.2663e+00 -1.8662e+00 +3.7388e+00
2059 +8.935675945e+01 +8.935675945e+01 +4.853967595e+02 +4.853967595e+02 +1.5745e+00 -2.2843e+00 -1.9506e+00 +2.6236e+00 -1.7601e+00 +1.1580e+00 -6.2440e-01 +7.4236e-01 +1.0581e+00 +3.0801e+00 -2.8682e+00 -2.4251e+00 -5.5372e-01 -4.4034e+00 +1.9294e+00 -1.4137e+00 +1.2447e+00 +5.0000e+00 -3.1984e+00 +4.0057e+00
2437 +5.726480769e+01 +5.726480769e+01 +4.533048077e+02 +4.533048077e+02 -1.7077e+00 -2.6365e+00 -2.3321e+00 +3.6882e+00 -3.4175e+00 +1.3238e+00 +3.1214e-01 +3.8600e-01 +1.1833e+00 +3.2875e+00 -2.0250e+00 -1.6041e+00 +4.5876e-01 -3.8287e+00 +9.2889e-01 -1.0706e+00 +2.2950e-02 +4.3344e+00 -3.0345e+00 +3.9288e+00
3344 +3.891570252e+01 +3.891570252e+01 +4.349557025e+02 +4.349557025e+02 +3.9680e-01 -3.3673e+00 -1.2000e+00 +2.2166e+00 -2.7048e+00 +2.0241e+00 -6.2778e-01 +1.9981e+00 +1.2385e+00 +3.1908e+00 -2.5089e+00 -9.0180e-01 +1.2336e+00 -3.6989e+00 +7.1160e-01 -6.0083e-01 +7.1143e-01 +4.0507e+00 -2.8820e+00 +3.4795e+00
3817 +2.439526745e+01 +2.439526745e+01 +4.204352675e+02 +4.204352675e+02 -5.3982e-01 -4.0055e+00 -1.0106e+00 +2.6745e+00 -3.0511e+00 +1.6267e+00 -6.6690e-01 +1.9685e+00 +1.3136e+00 +2.8960e+00 -2.2235e+00 -1.1802e+00 +1.5876e+00 -3.4954e+00 +4.7808e-01 -7.8934e-01 +5.1071e-01 +4.2382e+00 -3.4177e+00 +3.0209e+00
