% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
11 +4.525982239e+02 +4.525982239e+02 +1.452598224e+03 +1.452598224e+03 +1.5766e+00 +1.1532e+00 -1.3190e+00 +2.4767e+00 +2.6399e-01 -6.4108e-03 -9.7191e-01 -1.7854e+00 +3.1235e+00 -2.8348e+00 +1.3366e+00 -2.1870e-02 +1.8189e+00 +1.9161e+00 +2.2132e+00 +1.6618e+00 +2.3759e+00 +4.1169e+00 -1.1089e+00 -9.2617e-01
981 +3.292371405e+02 +3.292371405e+02 +1.329237141e+03 +1.329237141e+03 +5.1509e-01 -4.4831e-01 +3.4929e-01 +0.0000e+00 +5.4952e-01 +5.0227e-01 +4.5877e-01 -2.4092e+00 +3.9899e+00 -5.0036e-01 +1.9042e+00 -1.2257e+00 +2.5852e+00 +2.0880e+00 +1.1936e+00 +2.5918e+00 +2.6896e+00 +3.3738e+00 +6.1401e-01 -2.5536e-02
2232 +2.501823276e+02 +2.501823276e+02 +1.250182328e+03 +1.250182328e+03 -6.0977e-01 -7.8762e-01 -8.1613e-01 +3.2909e+00 -1.1919e+00 +2.6871e-01 +3.4107e+00 -3.6580e+00 +3.6538e+00 -1.2992e+00 +1.3417e+00 -1.5622e+00 +1.7276e+00 +2.5336e+00 +1.5521e+00 +4.5748e-01 +2.4336e+00 +3.3869e+00 +6.7753e-01 -1.0390e+00
3614 +1.465061418e+02 +1.465061418e+02 +1.146506142e+03 +1.146506142e+03 -1.0596e+00 +2.9742e-02 -2.3294e+00 +3.9306e+00 +5.7578e-01 +1.5691e+00 +3.7058e+00 -2.8205e+00 +3.2207e+00 -2.4245e+00 +1.2765e+00 -3.2459e+00 +2.7884e+00 +2.6374e+00 +1.4606e+00 +8.0928e-01 +2.9285e+00 +2.1939e+00 +9.4966e-01 -1.1119e+00
% function evaluation | noise-free fitness - Fopt (4.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.616862969e+03 +5.616862969e+03 +5.663472969e+03 +5.663472969e+03 +3.9059e+00 +2.4712e+00 -3.2342e+00 -4.4013e+00 +2.9561e+00 +4.6424e+00 +8.0486e-01 +1.5671e+00 +3.8610e-01 -1.1745e+00 +3.0190e+00 -3.4541e+00 +1.7407e+00 -3.1264e+00 -4.0656e+00 +1.5527e+00 +3.7487e-01 +3.2525e+00 +3.8535e-01 +2.1878e+00
2 +2.013485621e+03 +2.013485621e+03 +2.060095621e+03 +2.060095621e+03 +2.8713e+00 +2.2435e+00 +3.5248e+00 -1.2477e+00 -3.2932e+00 -7.2168e-01 -3.7227e-01 -1.1088e+00 -7.6970e-01 -3.8446e+00 -1.6677e+00 -3.1066e+00 +1.1433e+00 +3.9434e+00 -2.2322e+00 +1.9909e+00 -2.3271e+00 -3.0127e+00 -2.5628e+00 +4.2376e+00
18 +8.391315021e+02 +8.391315021e+02 +8.857415021e+02 +8.857415021e+02 +5.6008e-01 +2.8913e+00 -4.3036e+00 +1.2391e-01 -4.9372e+00 -1.5564e+00 +2.5929e+00 +2.7638e+00 -1.1487e+00 -2.2306e+00 -1.8461e+00 +1.2497e+00 -2.6166e+00 +3.6686e+00 +1.3205e+00 -4.0481e+00 +4.9119e-01 +1.0484e+00 +1.5437e+00 +3.1139e+00
657 +6.023224493e+02 +6.023224493e+02 +6.489324493e+02 +6.489324493e+02 +0.0000e+00 -5.0000e+00 +2.1464e+00 -3.1767e+00 -5.0000e+00 +5.0000e+00 +1.5157e+00 -3.1000e+00 -1.0393e+00 -1.9965e+00 -1.6622e+00 +1.3308e+00 -2.0613e-01 -1.4321e+00 -2.6567e-01 +8.5556e-02 +0.0000e+00 -3.3728e-01 +1.1014e+00 +8.7397e-01
2070 +3.944428803e+02 +3.944428803e+02 +4.410528803e+02 +4.410528803e+02 +4.4985e-01 -2.5953e+00 -1.8026e+00 -3.0534e-01 -9.5750e-02 -3.4164e-01 +1.8161e+00 -5.0000e+00 -2.9102e-01 -3.5575e+00 -5.5939e-01 +2.8251e+00 +4.8900e-01 -3.4361e-01 -1.2065e+00 +2.5452e+00 +4.2027e-02 -4.2338e-01 +2.7745e+00 +1.7179e+00
3350 +2.425510714e+02 +2.425510714e+02 +2.891610714e+02 +2.891610714e+02 -2.1025e-01 -3.1151e+00 -9.2915e-02 -1.4083e+00 -5.9597e-01 -3.5721e-01 +2.9119e+00 -3.4230e+00 -2.5346e-01 -2.4667e+00 -2.9152e-01 +2.6261e+00 +3.8307e-01 -1.0299e+00 +5.0536e-01 +5.6419e-01 +1.1583e-01 -3.2096e-02 +1.6526e+00 +2.0109e+00
% function evaluation | noise-free fitness - Fopt (-2.643100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.243225936e+03 +2.243225936e+03 +1.978915936e+03 +1.978915936e+03 +4.9858e+00 -5.0409e-01 -3.0324e+00 +2.9959e+00 -3.7465e+00 -4.2644e+00 +4.5457e+00 -3.8237e+00 -4.1100e+00 -3.5058e+00 -3.3962e+00 -4.5172e+00 +2.7186e+00 -1.1825e+00 +3.2636e+00 -4.0554e+00 +1.7556e+00 -1.1727e+00 +7.7322e-01 -1.6663e+00
12 +1.467584935e+03 +1.467584935e+03 +1.203274935e+03 +1.203274935e+03 -3.4966e+00 -2.9209e-01 -9.6862e-02 +4.2367e+00 +3.6145e+00 -4.3271e+00 +4.5958e+00 +3.3808e-01 +5.2659e-01 +2.3294e+00 +1.6364e+00 +4.9388e-01 -1.5962e+00 +2.5009e+00 -4.3378e+00 +2.7692e+00 -3.6826e+00 -1.2527e+00 -2.1315e+00 -6.1214e-01
47 +8.712725226e+02 +8.712725226e+02 +6.069625226e+02 +6.069625226e+02 +2.4858e+00 +1.5218e-02 +5.3646e-01 +2.0278e+00 +2.7562e+00 -3.0640e+00 +1.8383e+00 +2.9806e-01 -3.6709e+00 -1.2300e+00 -2.8775e+00 +1.7548e+00 +2.6106e+00 -7.8851e-01 -3.3250e-01 +1.3727e+00 +1.5625e+00 -1.0082e-01 -2.4781e-01 -1.3262e+00
460 +5.520626499e+02 +5.520626499e+02 +2.877526499e+02 +2.877526499e+02 +0.0000e+00 -1.3302e+00 +2.9247e+00 -1.6362e+00 +3.2982e+00 -2.1489e+00 +1.4151e+00 -9.3024e-01 -1.0852e+00 -1.2184e+00 -8.3263e-01 +1.8190e+00 -1.6068e-01 -4.6508e+00 +1.0073e+00 +3.0200e-01 -2.0631e+00 +0.0000e+00 -7.9119e-01 -3.0785e+00
1540 +3.906872907e+02 +3.906872907e+02 +1.263772907e+02 +1.263772907e+02 +1.3118e+00 -3.5655e+00 +2.9862e+00 -1.6666e-01 +1.1859e+00 -1.4698e+00 +3.0690e-01 -7.2122e-01 -5.0000e+00 +1.4665e+00 -1.2864e+00 +1.9906e+00 -8.7274e-04 -3.5702e+00 +1.7498e+00 +2.5081e+00 +3.8335e-01 -3.4536e+00 +1.5310e+00 -2.3369e+00
2222 +2.266330421e+02 +2.266330421e+02 -3.767695792e+01 -3.767695792e+01 +2.3015e+00 -2.4036e+00 +2.5339e-01 -1.6013e+00 -1.7522e-01 -1.9854e+00 +3.0061e+00 +1.6581e+00 -2.0512e+00 +2.7381e+00 -1.1026e-01 +2.3953e+00 +5.0465e-01 -3.3276e+00 +1.5048e+00 +2.5324e+00 +3.6718e-01 -3.2078e+00 +1.8943e+00 -2.7012e+00
4084 +1.572342382e+02 +1.572342382e+02 -1.070757618e+02 -1.070757618e+02 +2.1407e+00 -2.3575e+00 -1.8275e-02 -1.7456e+00 -3.1622e-02 -2.3060e+00 +2.9335e+00 +2.2572e+00 -2.0423e+00 +2.1414e+00 -1.4065e-01 +2.3903e+00 +2.3849e+00 -3.1575e+00 +1.4281e+00 +2.4669e+00 +4.8521e-01 -2.8469e+00 +1.9061e+00 -3.0465e+00
% function evaluation | noise-free fitness - Fopt (7.273000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.625179507e+03 +3.625179507e+03 +3.697909507e+03 +3.697909507e+03 -4.6440e+00 +3.1925e+00 +1.1110e-01 -1.3790e+00 +5.3292e-01 -4.1057e+00 +3.6122e+00 -4.2444e+00 +3.4104e+00 +4.5605e+00 -4.1113e+00 +1.6713e+00 -3.6924e+00 +3.7126e+00 -1.3787e+00 +3.4904e+00 +3.0118e-02 +2.6140e+00 +2.8575e+00 -4.7026e+00
7 +2.109249262e+03 +2.109249262e+03 +2.181979262e+03 +2.181979262e+03 +3.8892e+00 +4.1929e+00 -4.7943e-01 -2.6068e+00 -1.3556e+00 +1.0326e+00 +4.2956e+00 -1.1098e+00 +2.8864e-01 +2.4639e+00 -4.0920e+00 +4.7745e+00 -4.6470e+00 -2.8651e+00 -4.7879e-02 -3.5734e+00 -7.7345e-01 +3.0542e+00 -9.2906e-01 -3.5621e+00
19 +1.198792560e+03 +1.198792560e+03 +1.271522560e+03 +1.271522560e+03 +7.0814e-01 +4.9906e+00 -1.8813e+00 +1.4743e+00 -1.5828e+00 +1.2359e+00 -9.3784e-01 -2.0151e+00 -3.5560e+00 -4.0274e+00 -2.9488e+00 -2.4678e+00 -4.2941e+00 -5.6049e-01 -1.2517e+00 +2.4907e+00 +1.4026e+00 +4.2883e+00 +2.8921e+00 -2.6238e+00
129 +8.526091445e+02 +8.526091445e+02 +9.253391445e+02 +9.253391445e+02 -3.7570e-01 +4.3038e+00 -3.1973e+00 +2.7787e+00 -3.6325e+00 +2.8152e+00 +1.2104e+00 +2.6960e+00 -2.5955e-02 -3.4903e+00 -4.9435e-01 -1.5489e+00 -2.0687e+00 +2.1068e+00 -3.5919e+00 +2.0888e-01 +2.5545e+00 -2.4839e+00 +3.6160e+00 -1.8170e+00
633 +6.042288604e+02 +6.042288604e+02 +6.769588604e+02 +6.769588604e+02 -3.2400e+00 +3.8080e+00 +3.7061e-01 +0.0000e+00 -1.9485e+00 +3.5913e+00 +1.0906e+00 -3.3941e-01 -2.8598e+00 +2.8366e+00 -1.3052e+00 -6.8943e-01 -6.4259e-01 +0.0000e+00 +0.0000e+00 -9.8682e-01 +2.3937e+00 -1.4479e+00 +3.0353e+00 +5.0000e+00
1554 +3.371544185e+02 +3.371544185e+02 +4.098844185e+02 +4.098844185e+02 -2.4491e+00 +2.3019e-01 +1.0863e+00 +1.5962e+00 -3.9496e+00 +2.4785e+00 +2.0067e+00 -1.2383e+00 -1.9374e+00 -2.3838e+00 -1.5886e-01 -2.6328e+00 +4.2095e-01 -8.3423e-02 -1.3089e+00 +0.0000e+00 +2.9579e+00 -1.6688e+00 +3.3145e+00 +3.4027e+00
3221 +2.205803499e+02 +2.205803499e+02 +2.933103499e+02 +2.933103499e+02 -2.6269e+00 +5.7076e-01 +4.5973e-01 +1.1833e+00 -2.1019e+00 +3.4409e+00 +3.0867e+00 -4.1634e+00 -7.5953e-02 -5.4404e-01 -1.3373e-01 -3.6288e+00 -5.6773e-01 +9.9370e-01 -1.0144e+00 -1.6880e-01 +2.3107e+00 -1.4156e+00 +3.6772e+00 +3.8439e+00
4341 +1.330344158e+02 +1.330344158e+02 +2.057644158e+02 +2.057644158e+02 -2.6129e+00 +3.7680e-01 +4.0362e-01 +1.9191e+00 +1.6630e-01 +3.3239e+00 +3.0130e+00 -3.9112e+00 -6.2479e-01 -6.1231e-01 -4.0777e-02 -3.5100e+00 -4.4607e-01 +1.0083e+00 -5.1832e-01 -2.0025e-01 +2.3468e+00 -1.3084e+00 +3.5121e+00 +3.5704e+00
% function evaluation | noise-free fitness - Fopt (1.368700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.190920054e+03 +6.190920054e+03 +6.327790054e+03 +6.327790054e+03 +1.5032e+00 -3.8595e+00 +4.0243e+00 -5.5345e-01 +1.3851e+00 +2.6383e+00 -1.6872e+00 -4.9786e+00 -3.4701e-01 +4.4532e-01 +3.5835e+00 +2.2536e+00 +3.1068e+00 +2.7678e+00 -3.9426e+00 +2.9555e+00 +3.3258e+00 -5.3400e-01 -1.3500e+00 -4.8294e+00
8 +3.576374969e+03 +3.576374969e+03 +3.713244969e+03 +3.713244969e+03 +3.1137e+00 -2.1857e+00 -3.4082e+00 +1.5967e+00 +5.4893e-01 +4.9404e+00 -3.7953e+00 +4.1787e+00 +2.2576e+00 +1.1564e+00 -3.2586e+00 +1.4727e+00 -1.2089e+00 -5.4648e-01 +1.3894e+00 -2.7288e+00 +3.6713e+00 -3.4112e+00 +1.7597e-01 +2.2472e+00
10 +1.310117952e+03 +1.310117952e+03 +1.446987952e+03 +1.446987952e+03 -3.4515e+00 +4.1221e+00 -2.6464e+00 -2.5683e-01 +6.0494e-01 -5.4517e-01 -1.3942e+00 +1.3479e+00 -2.0567e+00 +5.6050e-01 +1.0726e+00 -1.9940e+00 +2.3854e+00 -6.7595e-03 +3.9382e+00 -1.0031e+00 +1.4142e-01 +2.9217e+00 -4.0938e+00 -4.5016e-01
178 +7.130899460e+02 +7.130899460e+02 +8.499599460e+02 +8.499599460e+02 +3.8010e+00 -1.7467e+00 -2.3470e+00 +1.5884e+00 +3.3893e-02 +4.1542e+00 -1.0540e+00 +3.7617e+00 -1.8330e-01 +7.1577e-01 +5.4432e-01 -1.0668e+00 +3.2549e+00 -2.0657e+00 -2.2109e+00 +4.2199e+00 +3.8598e-01 -4.6582e+00 +7.6303e-01 +2.5541e-01
350 +5.228225030e+02 +5.228225030e+02 +6.596925030e+02 +6.596925030e+02 +3.6117e+00 -3.7755e+00 -1.4270e+00 +2.2130e+00 -4.5505e-01 +5.0000e+00 -3.5431e+00 +4.0651e+00 -1.7290e+00 +7.1345e-01 +3.7949e-01 -1.3960e+00 +3.9798e+00 +9.5517e-02 +3.6846e+00 +1.5515e+00 +2.3107e-01 -5.0000e+00 +3.1734e-01 -7.2187e-01
1301 +3.862978085e+02 +3.862978085e+02 +5.231678085e+02 +5.231678085e+02 +7.1967e-01 -3.8854e-01 +1.1908e-01 -2.5568e+00 -1.5161e+00 +4.8663e+00 -1.5318e+00 +1.7110e+00 +0.0000e+00 -3.5789e+00 -2.7712e+00 -3.0720e+00 +3.0869e+00 -6.4777e-01 +2.8222e+00 -2.0022e-01 -3.4742e-01 -4.5560e+00 -2.1525e-01 -2.1317e+00
2576 +2.358046047e+02 +2.358046047e+02 +3.726746047e+02 +3.726746047e+02 +3.3521e+00 +1.8491e+00 +3.1387e+00 +1.6391e+00 -1.6069e+00 +4.9898e+00 -1.5884e+00 +2.6859e+00 -7.8430e-02 -3.0149e+00 -1.4331e+00 -2.4444e+00 +1.7828e+00 -7.8761e-01 +2.4174e+00 +1.1864e+00 +1.2867e+00 -2.7431e+00 +1.0333e+00 -1.6736e+00
4407 +1.566595285e+02 +1.566595285e+02 +2.935295285e+02 +2.935295285e+02 +3.5426e+00 +1.4907e+00 +3.8662e+00 +9.5634e-01 -1.8895e+00 +4.9983e+00 -1.7423e+00 +2.9599e+00 -1.1551e+00 -3.1412e+00 -1.2853e+00 -1.0557e+00 +3.3326e+00 +5.8261e-01 +3.3704e+00 +7.4544e-01 +1.4399e+00 -3.5478e+00 +1.0641e+00 -2.9353e+00
% function evaluation | noise-free fitness - Fopt (2.196000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.499214276e+03 +1.499214276e+03 +1.521174276e+03 +1.521174276e+03 -1.4429e+00 +4.8811e+00 +2.6966e+00 +3.3434e+00 -4.6167e+00 -1.8687e+00 +1.4844e+00 +3.7911e-01 -1.2267e+00 +3.8805e+00 -1.5968e+00 -1.6863e+00 -3.8896e+00 -4.0877e+00 -1.3423e+00 +5.1186e-01 -4.6805e+00 -1.7987e+00 -3.6514e+00 -1.6002e+00
55 +9.826150027e+02 +9.826150027e+02 +1.004575003e+03 +1.004575003e+03 +2.4355e+00 -1.6891e+00 -2.4756e+00 -4.5130e-01 -2.1970e+00 -3.0034e+00 -2.0634e+00 -6.0051e-01 -1.0041e+00 +2.8296e-01 -4.4576e+00 +3.1508e+00 +4.1318e+00 +2.5244e-01 -3.2887e-01 -1.4502e+00 -3.5042e+00 -9.5867e-01 -2.8958e+00 +5.9198e-01
441 +5.478249506e+02 +5.478249506e+02 +5.697849506e+02 +5.697849506e+02 +3.2886e+00 -2.4199e+00 -1.5298e+00 +8.2756e-01 -1.7122e+00 -7.4714e-02 +1.0914e+00 -1.9205e+00 -1.8228e+00 -7.2046e-01 +1.4526e+00 -2.1342e+00 +6.4870e-01 -5.0000e+00 +2.5320e+00 -2.4853e+00 +2.4057e-01 -2.3872e+00 -2.5362e+00 -1.6104e+00
799 +3.875149315e+02 +3.875149315e+02 +4.094749315e+02 +4.094749315e+02 +2.7776e-01 -2.1621e+00 -2.0745e-01 -2.5002e-01 -4.3600e+00 -1.7110e+00 +1.8915e+00 +1.5094e-02 -5.5382e-01 -2.0759e-01 -7.8354e-01 -3.7707e+00 +1.9066e+00 -3.8246e+00 +8.3102e-01 -1.7817e-01 +2.3466e+00 +6.5483e-01 +5.9679e-01 -1.7965e+00
2716 +2.456771006e+02 +2.456771006e+02 +2.676371006e+02 +2.676371006e+02 +3.2374e+00 -2.6816e+00 -6.7285e-01 +2.4855e+00 +2.0225e-01 -1.5916e+00 +1.8588e+00 -2.0137e-01 -3.9195e-02 +1.9080e-01 +1.1939e+00 -1.1544e+00 +1.1323e+00 -3.9390e+00 +1.4949e+00 -9.8590e-01 +4.8610e-01 -3.0529e-01 +2.3225e-01 -6.4179e-01
4620 +1.549394576e+02 +1.549394576e+02 +1.768994576e+02 +1.768994576e+02 +3.1163e+00 -2.4815e+00 -2.6070e-01 +2.3160e+00 +8.8497e-01 +3.4707e+00 +1.6020e+00 -2.5893e-01 -5.7150e-01 -2.1889e-01 +1.2390e+00 -9.3944e-01 +2.5350e+00 -2.6376e+00 +7.4000e-01 -6.5604e-01 +8.6355e-01 -9.3112e-01 +5.5850e-01 -1.1514e+00
% function evaluation | noise-free fitness - Fopt (-2.139000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.759449526e+03 +7.759449526e+03 +7.738059526e+03 +7.738059526e+03 -4.8835e+00 -2.8132e+00 +6.5914e-01 +4.2365e+00 +1.8681e+00 -3.0955e+00 +3.6661e+00 +1.7448e+00 -3.6075e+00 +4.8234e+00 +4.7339e+00 -4.7782e+00 -4.8994e-01 +4.3007e+00 -2.3879e-01 +1.7503e+00 +7.5098e-01 +8.6659e-01 +3.5623e+00 -1.9350e+00
2 +2.220606846e+03 +2.220606846e+03 +2.199216846e+03 +2.199216846e+03 +1.7972e+00 +1.4617e+00 -3.5266e+00 +2.4491e+00 -2.9918e+00 -2.6707e+00 -2.3329e+00 +2.0603e+00 +7.0577e-01 -1.7606e+00 +7.0035e-01 +4.1191e+00 +3.2424e+00 +1.9517e+00 -3.0164e+00 -6.6315e-01 -2.9496e+00 +2.6167e-01 -4.8497e+00 -1.1363e-01
8 +1.318976652e+03 +1.318976652e+03 +1.297586652e+03 +1.297586652e+03 -4.8885e+00 +6.3664e-01 -2.4243e-01 +5.6991e-01 -1.8101e+00 +3.3617e+00 +1.4251e+00 -1.1579e+00 +1.1626e+00 -1.2227e+00 -8.8392e-01 +4.8551e-02 -1.2290e+00 +3.4291e+00 +2.6367e+00 -3.8914e+00 -4.1947e+00 +5.3028e-01 +8.5044e-01 -3.1418e+00
63 +8.793960457e+02 +8.793960457e+02 +8.580060457e+02 +8.580060457e+02 -4.6236e+00 +3.1996e+00 -3.4501e+00 -5.3198e-01 -1.1190e+00 -3.7784e+00 -1.9916e+00 -3.1154e+00 +1.8167e+00 +3.0136e+00 -2.4318e+00 +1.6175e+00 -1.6404e+00 -2.3421e+00 -1.7812e+00 +6.8274e-01 -2.4287e+00 +1.9101e+00 +1.8732e+00 +2.0084e+00
236 +6.177065842e+02 +6.177065842e+02 +5.963165842e+02 +5.963165842e+02 -4.0471e+00 +3.4532e+00 -1.3592e+00 +1.1466e+00 -2.6295e+00 +1.2818e+00 -1.4750e+00 -6.2742e-02 +1.6210e+00 +1.1561e+00 -1.1064e+00 -1.7403e+00 +1.4959e+00 +2.2912e+00 +7.7705e-01 +1.8963e+00 +7.9139e-01 +1.0196e+00 +2.2524e+00 -6.4494e-01
1742 +3.727867717e+02 +3.727867717e+02 +3.513967717e+02 +3.513967717e+02 -3.7816e+00 +4.9259e+00 -1.5610e+00 -3.3636e+00 +1.3247e-01 +4.6241e+00 +0.0000e+00 +2.2524e+00 +1.5784e+00 +1.2574e-01 -1.2152e+00 -1.6381e+00 -3.6984e-01 -1.4217e+00 +1.8301e+00 +3.5979e-01 +1.1818e+00 +6.4092e-01 +2.3839e+00 +3.3718e+00
3425 +2.476681226e+02 +2.476681226e+02 +2.262781226e+02 +2.262781226e+02 -4.3159e+00 +3.6789e+00 -1.6398e+00 -1.8967e+00 +5.9626e-01 +2.5967e+00 +2.0222e+00 +6.3162e-01 +8.8155e-01 +1.2036e-01 -2.0130e-01 -1.7773e+00 -2.6045e-01 -1.4870e+00 +2.2655e+00 +5.4687e-01 +1.3093e+00 +1.9781e+00 +2.4170e+00 +3.4707e+00
% function evaluation | noise-free fitness - Fopt (5.176600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.001753218e+03 +4.001753218e+03 +4.519413218e+03 +4.519413218e+03 +9.5012e-01 +3.7863e+00 +3.3307e+00 -1.9910e+00 -2.8479e+00 +3.3684e-01 +4.4717e+00 -2.4087e+00 +3.0179e+00 -6.5745e-02 -4.5202e-01 +4.8008e+00 -1.2752e+00 +7.7279e-01 -2.3226e+00 -2.6874e+00 -1.0475e+00 +4.0258e+00 +3.1289e-01 +9.8540e-01
4 +3.188392749e+03 +3.188392749e+03 +3.706052749e+03 +3.706052749e+03 -5.4343e-01 -4.0158e+00 +5.9479e-01 -3.4045e+00 +6.8490e-01 +4.4636e+00 -1.4182e+00 -3.9838e-01 -1.1719e+00 +6.5475e-01 +2.5226e+00 +4.3364e+00 -3.7689e+00 +4.7729e+00 +9.6094e-01 +4.8833e+00 -1.0583e+00 +3.3463e+00 -1.4171e+00 -6.3634e-01
10 +1.629049149e+03 +1.629049149e+03 +2.146709149e+03 +2.146709149e+03 -3.8944e+00 -4.4462e+00 -2.9077e+00 -2.4602e+00 +2.0208e+00 +2.0425e+00 -2.0185e+00 +1.7401e+00 +2.0968e-01 +7.6871e-01 -3.5313e+00 +2.4019e+00 -2.7537e+00 -2.3550e+00 -2.3714e+00 +4.1920e+00 -2.1643e+00 -3.9125e+00 -3.4612e+00 +4.5166e-01
26 +1.479855710e+03 +1.479855710e+03 +1.997515710e+03 +1.997515710e+03 +1.8221e+00 +2.7154e+00 +1.2736e+00 +3.3849e+00 -3.2702e+00 +9.9712e-01 +4.1584e+00 +1.5979e+00 -2.7306e+00 -4.1396e+00 -4.3131e+00 -4.9786e+00 +3.9311e-01 -2.1355e+00 +1.5934e+00 +1.4486e+00 -1.8205e+00 +4.6307e+00 +3.1061e+00 +4.0494e+00
39 +8.265216473e+02 +8.265216473e+02 +1.344181647e+03 +1.344181647e+03 -3.7008e+00 +2.5829e+00 -1.9416e+00 +1.4263e+00 -1.7504e+00 -5.8540e-01 -2.1506e+00 -2.9894e+00 -5.9778e-01 +2.3705e+00 -1.3691e+00 +3.8375e+00 +6.6947e-01 -1.9922e+00 +1.2734e-01 +8.1296e-01 +1.1345e+00 +5.3809e-02 -1.4824e+00 -4.1545e+00
308 +6.000575136e+02 +6.000575136e+02 +1.117717514e+03 +1.117717514e+03 +3.7965e+00 +1.4218e+00 -2.1652e-01 +5.0000e+00 -5.0000e+00 -1.4987e-01 -2.5376e-01 -4.3811e+00 -1.3339e+00 +2.9547e+00 -1.2391e+00 -3.0474e+00 -1.0409e+00 +1.0012e+00 +1.7257e-01 +4.0418e+00 +1.0322e+00 -8.1850e-01 +1.7181e+00 -2.2632e+00
1561 +3.772309724e+02 +3.772309724e+02 +8.948909724e+02 +8.948909724e+02 -2.4370e-01 +1.1843e+00 +1.2646e-01 +4.3460e+00 -2.3674e+00 +1.0281e+00 +2.2225e+00 +4.1241e-01 -5.4601e-01 +2.6173e+00 +3.3222e-01 -2.2568e-01 +2.0117e+00 +1.4560e+00 +2.4897e-01 +2.5640e+00 +1.1927e+00 -1.2131e+00 +7.1664e-01 -4.1761e+00
3080 +2.481746938e+02 +2.481746938e+02 +7.658346938e+02 +7.658346938e+02 +4.2194e+00 -1.7558e+00 -4.0305e-01 +3.7029e+00 +5.6916e-01 +9.3716e-01 +1.0953e+00 +5.5803e-01 +5.7702e-01 +2.4751e+00 -5.5955e-01 -1.1823e+00 +2.6331e+00 +1.3259e+00 +1.5049e+00 +2.3207e+00 +2.2998e-01 +1.2488e+00 +2.6267e+00 -2.7723e+00
4837 +1.508292427e+02 +1.508292427e+02 +6.684892427e+02 +6.684892427e+02 +7.4050e-01 -1.6014e+00 +5.0347e-01 +2.7760e+00 +5.6375e-01 +8.1839e-01 +1.0871e+00 -1.3860e+00 -6.0256e-01 +2.1207e+00 -7.6914e-01 -2.2657e-01 +2.6382e+00 +1.3202e-02 +6.5605e-01 +1.0609e+00 +1.1986e+00 +1.3882e+00 +2.4630e+00 -2.4967e+00
