% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4601 +1.498219472e+02 +1.498219472e+02 +1.026719472e+02 +1.026719472e+02 -4.2526e-01 -1.0220e+00 -1.5755e+00 -2.9853e+00 -6.4467e-01 +1.1080e+00 -2.3732e+00 -2.6204e+00 -1.8610e+00 -3.0502e+00 +1.8453e+00 -2.8427e+00 +1.6684e+00 -2.9750e+00 +2.3962e+00 -1.9655e+00 -2.1316e+00 -3.0509e+00 -4.9405e-02 +6.9962e-01
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.838007937e+05 +7.838007937e+05 +7.838383137e+05 +7.838383137e+05 -2.6953e+00 +4.3399e+00 +3.3166e+00 -2.6416e+00 -1.9839e+00 -3.7133e+00 +1.2120e+00 +4.4287e+00 -7.8468e-01 -1.4626e+00 +4.4918e+00 -2.8453e+00 -3.8651e+00 -9.6437e-01 +4.7846e+00 +1.7059e+00 -1.6065e+00 +2.5863e-01 +3.4344e+00 -3.7370e+00
4 +6.171942854e+05 +6.171942854e+05 +6.172318054e+05 +6.172318054e+05 -4.4509e+00 -4.1602e+00 +2.8185e+00 -4.0037e+00 +3.1706e+00 +1.0219e+00 -8.3878e-01 +3.3375e+00 +6.4221e-02 -1.6367e+00 +3.6200e+00 -3.4724e+00 +2.6785e+00 +4.6757e+00 -2.0362e+00 +4.0474e+00 -3.8559e+00 +4.0116e+00 -3.2192e+00 +3.8695e+00
10 +2.934291212e+05 +2.934291212e+05 +2.934666412e+05 +2.934666412e+05 +4.4523e+00 -1.6711e+00 +9.6916e-01 -3.6069e+00 +2.5600e+00 +3.6663e+00 -1.8851e+00 -3.3893e+00 -2.0185e+00 +4.6570e+00 +4.4610e+00 +5.4308e-01 -1.9320e+00 +7.1113e-01 +2.1895e+00 -1.5106e+00 -4.8964e-01 -2.1077e+00 -2.3934e+00 +3.8122e+00
13 +1.187504210e+05 +1.187504210e+05 +1.187879410e+05 +1.187879410e+05 -3.9261e+00 +8.1148e-01 +3.5704e+00 -4.1397e+00 -6.0808e-01 +3.3635e+00 +2.0804e+00 +6.4887e-01 +4.9322e-01 -2.5577e+00 +3.2475e+00 -2.7480e+00 +3.3492e+00 +2.8803e+00 +1.8048e+00 -8.6192e-01 -3.5397e+00 -1.8121e+00 -2.0426e-01 -2.4272e+00
250 +7.067051701e+04 +7.067051701e+04 +7.070803701e+04 +7.070803701e+04 +3.0503e+00 -3.8233e+00 +2.4072e+00 -3.8275e+00 -8.2790e-01 -1.0460e+00 +1.9728e-01 +2.7217e+00 -1.2917e+00 -4.5146e+00 -1.0017e+00 +8.4351e-01 -4.0218e-01 -1.8565e+00 +1.7003e-01 -1.7693e+00 -5.0000e+00 -7.1272e-01 -1.5207e+00 -1.2642e+00
554 +4.807683185e+04 +4.807683185e+04 +4.811435185e+04 +4.811435185e+04 +0.0000e+00 -1.1031e+00 +3.0902e+00 -4.5467e-02 -7.0085e-01 +3.2638e+00 +1.9000e+00 +3.3317e-01 +1.4768e+00 -4.3859e-01 -1.5689e+00 +1.6116e-01 +3.7901e-01 -1.6366e+00 -2.5095e+00 -2.9041e+00 -1.8053e+00 -4.8722e+00 -3.8161e+00 +1.6014e-01
571 +2.974924421e+04 +2.974924421e+04 +2.978676421e+04 +2.978676421e+04 +7.9673e-01 -1.5268e+00 +8.6619e-01 -1.0419e+00 +4.2069e-01 +3.6240e+00 +3.8016e+00 +2.7686e+00 -9.7843e-01 +0.0000e+00 +3.1998e+00 -2.2779e+00 +2.0628e+00 -1.7825e-01 +3.7703e-01 -4.2045e+00 +9.9206e-01 -3.9221e+00 -1.2608e+00 -3.7841e-01
898 +2.190925617e+04 +2.190925617e+04 +2.194677617e+04 +2.194677617e+04 +6.8883e-01 -9.3117e-01 +1.4929e+00 -9.8101e-01 +1.3432e+00 +3.4119e+00 +1.5904e+00 +1.7593e+00 +4.2725e-01 +1.4763e+00 +2.3014e+00 -1.0569e+00 +6.2915e-01 +2.9489e-01 -2.7098e-01 -5.0000e+00 -9.0988e-01 -2.6901e+00 -1.7750e+00 +1.6313e-02
1662 +1.342722511e+04 +1.342722511e+04 +1.346474511e+04 +1.346474511e+04 +3.9052e+00 -1.2092e+00 +3.1183e+00 -1.9983e+00 +1.7840e+00 -7.4584e-01 +2.5338e+00 +6.7760e-01 -1.0089e+00 -1.8162e+00 +1.3092e+00 -1.3623e+00 -3.3955e-01 +2.1726e+00 -2.5363e+00 -6.5631e-01 -1.5576e+00 -3.7294e+00 -1.7186e+00 -3.5439e+00
1809 +8.051537244e+03 +8.051537244e+03 +8.089057244e+03 +8.089057244e+03 +1.7571e+00 -1.7104e+00 +4.5070e-01 -1.4730e+00 +6.6728e-01 +3.7551e-01 +9.5989e-01 +7.5111e-01 -1.2102e-01 -1.8284e-01 +3.0776e+00 -4.6293e-01 +2.8894e-01 +1.6374e+00 -1.3945e+00 -4.1950e+00 +3.3105e-01 -1.8961e+00 -1.3218e+00 -1.5866e+00
2098 +6.213129240e+03 +6.213129240e+03 +6.250649240e+03 +6.250649240e+03 +3.3014e+00 -1.1730e+00 +7.1430e-01 -1.6948e+00 +2.7150e+00 -4.7352e-02 +8.9313e-01 +1.0771e+00 +1.9206e+00 -1.1177e+00 +1.0784e+00 -1.1011e+00 -3.4091e-01 +2.0949e+00 -1.7128e+00 -3.6832e-01 -1.0308e+00 -3.7522e+00 -2.2208e+00 -8.1575e-01
2663 +3.242314367e+03 +3.242314367e+03 +3.279834367e+03 +3.279834367e+03 +2.5957e+00 -1.8881e+00 +2.1633e-01 -7.5707e-01 +3.0104e+00 +4.3749e-01 +1.4059e+00 +1.6984e+00 +2.1684e+00 -1.0649e+00 +1.1901e+00 +1.1842e+00 +3.9121e-01 +2.1231e+00 -1.5961e+00 -8.6756e-01 -6.5927e-01 -2.9444e+00 -1.7331e+00 -4.1238e-01
2883 +1.578027340e+03 +1.578027340e+03 +1.615547340e+03 +1.615547340e+03 +2.4485e+00 -1.6354e+00 +8.5708e-01 -1.5358e+00 +2.3415e+00 +1.3063e+00 +9.3393e-01 +1.3777e+00 +1.2827e+00 -1.3695e+00 +1.8006e+00 -1.4371e-01 -6.1233e-02 +2.2412e+00 -1.7864e+00 -1.4760e+00 -9.5620e-01 -3.5451e+00 -2.0415e+00 +1.1047e+00
3206 +7.420906927e+02 +7.420906927e+02 +7.796106927e+02 +7.796106927e+02 +1.0892e+00 -1.8667e+00 +3.1002e+00 -1.1737e+00 +2.9258e+00 +1.3884e+00 +1.3499e+00 +1.6013e+00 +1.1428e+00 -9.6073e-01 +1.3416e+00 -9.7980e-02 -3.0047e-02 +2.1508e+00 -8.4035e-01 -1.3380e+00 -1.1620e+00 -2.8645e+00 -2.0369e+00 +4.7414e-01
3601 +6.307367259e+02 +6.307367259e+02 +6.682567259e+02 +6.682567259e+02 +1.1748e+00 -2.1243e+00 +3.1378e+00 -1.3194e+00 +2.8060e+00 +1.4843e+00 +6.6064e-01 +1.2168e+00 +1.1544e+00 -1.1804e+00 +1.1358e+00 +3.9757e-01 +2.0053e-01 +2.3252e+00 -9.1480e-01 -1.7316e+00 -1.1921e+00 -2.9981e+00 -1.9547e+00 +2.3208e+00
3623 +3.919726008e+02 +3.919726008e+02 +4.294926008e+02 +4.294926008e+02 +8.2719e-01 -2.0534e+00 +2.8632e+00 -1.3806e+00 +2.8122e+00 +1.5293e+00 +1.2693e+00 +1.8158e+00 +1.0114e+00 -9.5430e-01 +1.6303e+00 +3.8374e-01 +8.6531e-02 +2.2008e+00 -8.8098e-01 -1.5232e+00 -1.1394e+00 -3.2744e+00 -1.8528e+00 +1.6422e+00
4004 +2.476489308e+02 +2.476489308e+02 +2.851689308e+02 +2.851689308e+02 +7.2173e-01 -2.1746e+00 +2.7589e+00 -1.5991e+00 +2.6838e+00 +1.6323e+00 +1.3318e+00 +2.0040e+00 +8.6256e-01 -1.0167e+00 +1.9019e+00 +3.4629e-01 +8.3359e-02 +2.3660e+00 -9.2975e-01 -1.5683e+00 -1.1545e+00 -2.5753e+00 -1.8464e+00 +1.7826e+00
4601 +1.557914766e+02 +1.557914766e+02 +1.933114766e+02 +1.933114766e+02 +7.1119e-01 -2.2120e+00 +2.6092e+00 -1.5301e+00 +2.7140e+00 +1.5549e+00 +1.4359e+00 +1.9819e+00 +9.1582e-01 -1.0605e+00 +1.9906e+00 +6.6603e-02 +2.8785e-01 +2.4495e+00 -9.5006e-01 -1.5133e+00 -1.6064e+00 -3.0550e+00 -1.6094e+00 +2.1123e+00
% function evaluation | noise-free fitness - Fopt (-4.257500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.319388012e+06 +1.319388012e+06 +1.318962262e+06 +1.318962262e+06 +3.1218e+00 -3.7329e+00 -2.1016e+00 +4.9899e+00 -3.2608e+00 -4.0418e+00 +3.7173e+00 -3.0114e+00 +2.9241e+00 +3.1515e+00 -1.7405e+00 +4.3686e+00 -2.6852e-01 +2.4298e+00 +3.0800e+00 +4.2023e+00 +3.7631e+00 +2.6511e+00 -6.2744e-01 +3.9899e+00
2 +3.633306791e+05 +3.633306791e+05 +3.629049291e+05 +3.629049291e+05 +2.6854e-01 +1.1429e+00 -3.2384e+00 -1.5368e+00 +8.8379e-01 +2.0370e-01 +4.3654e+00 +1.6615e+00 +2.7085e+00 +4.3372e+00 +3.2566e+00 -4.4987e+00 +1.1166e+00 +1.6920e+00 +1.0994e+00 +4.5559e+00 -4.6152e+00 -4.5644e+00 +1.5244e+00 -4.8796e+00
26 +2.375163016e+05 +2.375163016e+05 +2.370905516e+05 +2.370905516e+05 -3.8887e-01 +2.0021e+00 -1.4106e+00 -2.3406e+00 +2.6632e+00 -1.0446e-01 -1.4179e+00 +8.6313e-01 +3.1203e+00 -3.1443e+00 -3.3551e+00 -1.3869e+00 +2.3137e+00 -2.5872e+00 -2.4243e+00 +4.3638e+00 -3.3057e-01 +1.6248e+00 +3.3512e+00 +1.2789e+00
48 +1.470182552e+05 +1.470182552e+05 +1.465925052e+05 +1.465925052e+05 -3.3033e+00 +4.5267e-01 -1.4806e+00 -2.0806e+00 +3.2428e+00 -2.1965e+00 -4.3550e+00 -2.1226e+00 +6.3639e-02 -3.2864e-01 -8.9338e-01 -4.4274e+00 -2.1116e+00 +4.2043e+00 -3.1715e+00 +2.7893e+00 +1.1487e+00 -3.3140e+00 +1.6735e+00 -9.7291e-01
220 +9.826725279e+04 +9.826725279e+04 +9.784150279e+04 +9.784150279e+04 -3.5712e+00 -5.1582e-01 -2.0714e+00 -4.7501e+00 +5.0000e+00 -3.9231e+00 -2.1663e-01 -1.6768e+00 +2.2967e+00 +1.1014e+00 +3.0061e+00 -1.3037e+00 +2.4822e+00 -3.1678e-01 -2.8746e+00 +1.8954e+00 -4.9538e-01 -1.4839e+00 -1.7033e+00 +3.1634e+00
339 +3.816111617e+04 +3.816111617e+04 +3.773536617e+04 +3.773536617e+04 -1.4798e+00 +3.0487e+00 -3.5691e+00 +1.0111e+00 +1.1885e+00 -5.0000e+00 +2.2269e+00 -1.0802e+00 -5.3388e-01 -2.1928e+00 -1.5509e-02 -3.3102e-01 -1.3971e+00 -1.6946e+00 -1.8162e+00 +3.4385e+00 -1.2422e+00 -1.3580e+00 +8.7285e-01 -2.2519e+00
1079 +1.864854960e+04 +1.864854960e+04 +1.822279960e+04 +1.822279960e+04 -4.6988e-01 +1.9345e+00 -2.5025e+00 -3.6156e+00 +3.6573e+00 -2.3242e+00 +2.3466e+00 -3.4582e+00 -4.2930e-01 -2.7284e+00 -1.4238e+00 -7.5957e-01 -6.7318e-01 -2.4650e+00 -1.7392e+00 +2.7795e+00 -2.0218e+00 -3.5406e+00 -1.5297e+00 -3.0670e+00
1327 +8.208363415e+03 +8.208363415e+03 +7.782613415e+03 +7.782613415e+03 -1.1855e+00 +3.0256e+00 -1.8863e+00 -3.5684e+00 +3.2350e+00 -1.5996e+00 +1.3533e-02 -4.4640e+00 -1.3893e+00 -1.9651e+00 -1.7648e-01 +1.5848e-02 +2.5003e-01 -9.8580e-01 -1.9758e+00 +2.7285e+00 -1.5473e+00 -3.2069e+00 -6.3706e-01 -3.3449e+00
1877 +6.053748594e+03 +6.053748594e+03 +5.627998594e+03 +5.627998594e+03 -1.8267e+00 +2.7580e+00 -1.7811e+00 -3.4805e+00 +3.2688e+00 -1.5360e+00 +2.2607e-01 -4.9729e+00 -2.6631e+00 -1.6721e+00 -1.6847e-01 -2.0962e+00 -3.9422e-01 -4.6210e-02 -2.0235e+00 +1.1025e+00 -1.8538e+00 -2.3583e+00 +1.3305e-01 -4.7310e+00
2457 +3.887456836e+03 +3.887456836e+03 +3.461706836e+03 +3.461706836e+03 -2.4395e+00 +2.0733e+00 -1.9510e+00 -1.6258e+00 +1.9110e+00 -2.0383e+00 +5.7224e-01 -3.6707e+00 -3.6331e+00 -2.8879e+00 -3.6045e-02 -1.5080e+00 +5.1160e-02 -1.3046e+00 -1.9931e+00 +1.8647e+00 -2.7276e+00 -3.3263e+00 -4.9126e-01 -4.4051e+00
2806 +2.076493846e+03 +2.076493846e+03 +1.650743846e+03 +1.650743846e+03 -3.6796e+00 +2.2457e+00 -2.6770e+00 -2.5182e+00 +2.1411e+00 -2.6913e+00 -1.5205e-01 -4.7187e+00 -3.1386e+00 -1.9494e+00 -4.2673e-01 -7.2645e-01 +3.5543e-01 +2.3335e-01 -1.5692e+00 +2.1607e+00 -2.7195e+00 -3.1715e+00 -4.3700e-01 -1.0009e+00
2832 +1.488879531e+03 +1.488879531e+03 +1.063129531e+03 +1.063129531e+03 -2.3752e+00 +2.1370e+00 -2.3467e+00 -3.3560e+00 +2.0540e+00 -2.5970e+00 -5.3354e-01 -3.3530e+00 -1.7210e+00 -1.3613e+00 -2.6576e-01 -1.8413e+00 +1.1025e-01 -4.0104e-01 -1.5159e+00 +2.2029e+00 -2.8954e+00 -1.8662e+00 +3.0120e-02 -9.5566e-01
3113 +8.162146277e+02 +8.162146277e+02 +3.904646277e+02 +3.904646277e+02 -2.0786e+00 +1.4142e+00 -3.1641e+00 -2.9029e+00 +2.3335e+00 -2.8847e+00 -5.3395e-01 -2.7431e+00 -1.5431e+00 -1.5209e+00 -4.0493e-01 -1.8508e+00 +5.9217e-01 -2.4617e-01 -9.1068e-01 +6.1894e-01 -3.2529e+00 -2.1788e+00 +3.4487e-01 -2.3162e-01
3294 +5.473542385e+02 +5.473542385e+02 +1.216042385e+02 +1.216042385e+02 -2.0396e+00 +1.3815e+00 -2.5810e+00 -2.5476e+00 +2.2456e+00 -2.8031e+00 -6.8146e-01 -3.8296e+00 -1.7638e+00 -1.6415e+00 -3.3382e-01 -1.7694e+00 +7.0279e-01 -4.8355e-01 -5.0982e-01 +4.2408e-01 -3.1377e+00 -2.6609e+00 +2.7061e-01 +3.9882e-01
3428 +2.946642505e+02 +2.946642505e+02 -1.310857495e+02 -1.310857495e+02 -2.1146e+00 +1.6132e+00 -2.6208e+00 -2.6504e+00 +2.0900e+00 -2.6467e+00 -8.0330e-03 -3.4295e+00 -1.9744e+00 -1.7158e+00 -4.5094e-01 -1.7166e+00 +6.3325e-01 -2.2998e-01 -9.7758e-01 +3.5428e-01 -3.1654e+00 -2.6530e+00 +2.6489e-01 +5.7017e-01
3693 +2.507214797e+02 +2.507214797e+02 -1.750285203e+02 -1.750285203e+02 -2.1232e+00 +1.6046e+00 -2.7803e+00 -2.7393e+00 +2.1009e+00 -2.8732e+00 -6.0989e-01 -3.3359e+00 -2.1243e+00 -1.5374e+00 -5.7603e-01 -1.6712e+00 +1.1607e+00 -9.8329e-02 -9.0248e-01 +3.7987e-01 -3.0769e+00 -2.8059e+00 -1.7512e-01 +5.0774e-01
4029 +1.533381505e+02 +1.533381505e+02 -2.724118495e+02 -2.724118495e+02 -2.2848e+00 +1.7110e+00 -2.5468e+00 -2.3272e+00 +1.7496e+00 -2.6329e+00 -9.9703e-03 -4.0532e+00 -2.2666e+00 -1.7241e+00 -3.1801e-01 -1.9521e+00 +6.6675e-01 -7.6782e-02 -8.4589e-01 +6.4436e-01 -3.1645e+00 -3.0464e+00 -2.8219e-02 +9.7487e-01
4623 +9.787252986e+01 +9.787252986e+01 -3.278774701e+02 -3.278774701e+02 -2.2343e+00 +2.0775e+00 -2.4875e+00 -2.3883e+00 +1.2266e+00 -2.9233e+00 +3.4679e-01 -3.8931e+00 -2.4685e+00 -1.9257e+00 -5.1696e-01 -1.9496e+00 +8.0650e-01 -8.5668e-02 -8.6171e-01 +5.9198e-01 -3.1202e+00 -2.9164e+00 +9.9254e-03 +8.7708e-01
% function evaluation | noise-free fitness - Fopt (-2.209000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.762882074e+05 +2.762882074e+05 +2.760673074e+05 +2.760673074e+05 +3.4811e+00 +3.6359e+00 -4.2865e+00 +4.5372e-01 +2.3347e-01 +1.1094e+00 -1.5804e-01 -2.7473e+00 +3.2925e+00 +5.3282e-01 -1.8020e+00 -1.1411e+00 -6.2843e-01 -3.2747e+00 +2.0192e+00 -2.4489e+00 +1.2238e-01 -3.9022e+00 +3.4676e+00 -4.8199e+00
21 +1.647756593e+05 +1.647756593e+05 +1.645547593e+05 +1.645547593e+05 +1.0352e+00 +1.0046e+00 -1.8678e+00 +3.1946e+00 +7.8833e-01 -2.0385e+00 -2.7314e-01 +4.1971e+00 +4.0198e+00 -1.8652e-01 -8.5744e-02 -4.3810e+00 -4.5549e-01 -3.7962e+00 -9.8794e-01 +4.6333e+00 +2.7047e-01 +3.1669e+00 +7.1617e-01 +1.8047e+00
40 +1.492723751e+05 +1.492723751e+05 +1.490514751e+05 +1.490514751e+05 -1.8117e+00 -3.0083e+00 -4.0091e+00 -2.5406e+00 +1.0345e+00 -1.9766e+00 +1.5698e+00 -2.3085e+00 +4.9058e+00 +4.2660e-01 -1.6634e+00 +2.7516e+00 -1.9568e+00 -8.9692e-01 +5.1971e-01 +3.5673e-01 -1.7040e+00 +9.6524e-01 +2.0537e+00 +1.6032e+00
221 +4.010854305e+04 +4.010854305e+04 +3.988764305e+04 +3.988764305e+04 -3.9648e+00 -5.8059e-01 -5.0000e+00 -1.6190e+00 +1.4185e+00 +2.9615e+00 -3.2559e+00 -6.6771e-01 +2.3440e+00 -4.0619e+00 +5.7726e-01 -8.2318e-01 +5.7436e-01 +1.2038e+00 -1.9382e+00 -3.6674e-01 -1.8847e+00 +1.1188e+00 -2.8471e+00 -3.1953e+00
622 +2.951204798e+04 +2.951204798e+04 +2.929114798e+04 +2.929114798e+04 -2.8083e+00 -7.3497e-01 -4.4226e+00 -1.1740e+00 +2.5102e+00 +3.0460e+00 -1.3365e+00 +1.7125e+00 +4.0765e-01 +2.0007e-01 -4.2354e-02 -3.6092e-01 -3.9422e+00 +0.0000e+00 -2.8435e+00 -1.6599e+00 +7.6226e-01 +4.1163e-01 -3.6557e+00 -3.0323e+00
818 +1.901292529e+04 +1.901292529e+04 +1.879202529e+04 +1.879202529e+04 -2.7843e+00 -7.3764e-01 -5.0000e+00 -2.0048e-02 +2.0519e+00 +1.9071e+00 -1.0759e+00 +1.7417e+00 +3.0402e+00 -4.1609e+00 -3.0468e+00 -5.1417e-01 -5.5934e-01 +7.8184e-01 -2.7372e+00 -1.5243e-01 -6.1097e-02 -2.5423e+00 -1.0108e+00 -3.9962e+00
960 +1.312945479e+04 +1.312945479e+04 +1.290855479e+04 +1.290855479e+04 -2.9599e+00 +5.9123e-01 -3.8187e+00 +0.0000e+00 +2.2848e+00 +2.7869e+00 +0.0000e+00 +1.6736e+00 +3.3283e+00 -4.0592e+00 +1.6486e+00 +6.3576e-01 -1.1052e+00 +1.2632e+00 -2.1225e+00 +4.4709e-02 -1.2103e+00 +0.0000e+00 -1.1784e+00 -2.4836e+00
1820 +9.185270525e+03 +9.185270525e+03 +8.964370525e+03 +8.964370525e+03 -1.1553e-02 +2.3422e-01 -2.5124e+00 -6.1383e-01 +1.8674e+00 +1.8714e+00 -3.6005e+00 +2.9700e+00 +2.2724e+00 -3.6936e+00 +1.2538e+00 +5.2784e-01 -5.7371e-01 +1.2969e+00 -8.8640e-01 -1.1958e+00 -1.5301e+00 -1.0109e-01 -2.7573e+00 -2.1401e+00
2146 +5.702653436e+03 +5.702653436e+03 +5.481753436e+03 +5.481753436e+03 -3.1186e+00 -7.1668e-02 -3.7362e+00 +1.4990e+00 -3.5024e-02 +2.6078e+00 -1.5592e+00 +3.1826e+00 +1.2748e+00 -3.9895e+00 +7.0263e-01 -9.6283e-01 -7.5721e-01 +2.3029e+00 -1.0099e+00 +2.7786e-02 +6.6722e-02 -7.0214e-01 -9.1261e-01 -1.3394e+00
2432 +3.026554780e+03 +3.026554780e+03 +2.805654780e+03 +2.805654780e+03 -2.1585e+00 -3.4624e-01 -3.3620e+00 -4.3566e-01 +2.5239e+00 +2.6201e+00 -1.2259e+00 +2.0572e+00 +1.7883e+00 -3.1995e+00 -5.3682e-01 -6.2266e-01 -6.0472e-01 +2.1251e-01 -1.1744e+00 -3.2493e-01 +3.8579e-01 -1.0274e+00 -1.1961e+00 -4.5755e-01
2730 +2.466804477e+03 +2.466804477e+03 +2.245904477e+03 +2.245904477e+03 -2.4589e+00 -8.1293e-01 -3.6986e+00 +1.3228e-01 +7.3708e-02 +2.3464e+00 -1.2933e+00 +2.2441e+00 +1.7978e+00 -3.8529e+00 -9.0535e-02 -5.3215e-01 -8.0688e-01 -2.4908e-01 -4.2164e-01 -3.5008e-01 +3.5556e-01 -1.0586e+00 -1.1398e+00 -5.8216e-01
3190 +1.202513422e+03 +1.202513422e+03 +9.816134217e+02 +9.816134217e+02 -1.7363e+00 -7.2856e-01 -3.1101e+00 +1.9683e+00 +5.7593e-01 +1.3821e+00 -8.2202e-01 +2.5071e+00 +2.2080e+00 -4.1539e+00 +4.9729e-01 -5.8677e-01 -1.3723e+00 -3.8368e-01 -1.8907e-01 -4.2506e-01 +1.1293e+00 -1.1530e+00 -1.3537e+00 +3.3380e-01
3242 +6.334670957e+02 +6.334670957e+02 +4.125670957e+02 +4.125670957e+02 -1.5421e+00 -5.4696e-01 -2.8854e+00 +9.3482e-01 +4.3984e-01 +1.2351e+00 -1.7090e+00 +2.0615e+00 +2.2010e+00 -4.0913e+00 +9.7887e-01 -9.9896e-01 -1.2532e+00 +1.4359e-01 -4.9757e-01 -4.1716e-01 +9.6916e-01 -1.6325e+00 -1.1176e+00 +2.3892e-01
3425 +6.271673318e+02 +6.271673318e+02 +4.062673318e+02 +4.062673318e+02 -1.5970e+00 -6.2702e-01 -2.7287e+00 +1.0846e+00 +8.1536e-01 +1.7734e+00 -1.3290e+00 +1.7838e+00 +2.2430e+00 -4.0400e+00 +8.6815e-01 -4.1461e-01 -1.5043e+00 +4.8847e-01 -3.8616e-01 -5.0835e-01 +1.0641e+00 -1.6929e+00 -1.4666e+00 +2.7753e-01
3932 +3.914287780e+02 +3.914287780e+02 +1.705287780e+02 +1.705287780e+02 -2.0549e+00 -6.4560e-01 -2.5246e+00 +9.1556e-01 +9.6323e-01 +1.0564e+00 -2.5050e+00 +1.9574e+00 +2.1422e+00 -3.8020e+00 +7.8454e-01 -1.4767e+00 -2.6333e+00 +6.3862e-01 -8.3594e-01 -1.2127e-01 +1.3648e+00 -1.7282e+00 -1.0275e+00 +2.7761e-01
4235 +2.439608806e+02 +2.439608806e+02 +2.306088059e+01 +2.306088059e+01 -1.6986e+00 -7.7535e-01 -2.4872e+00 +8.7933e-01 +5.7324e-01 +1.2010e+00 -1.9719e+00 +1.7465e+00 +2.0754e+00 -3.8077e+00 +5.9024e-01 -1.3934e+00 -1.9464e+00 +5.3777e-01 -7.2532e-01 -2.2086e-01 +1.3773e+00 -1.1260e+00 -8.5026e-01 +4.9926e-01
% function evaluation | noise-free fitness - Fopt (-3.594800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.455022903e+05 +6.455022903e+05 +6.451428103e+05 +6.451428103e+05 +2.4498e+00 -3.1993e+00 -7.3779e-01 +7.7129e-01 -1.4212e+00 +3.5274e+00 -4.5196e+00 -2.8956e+00 +2.5666e+00 -3.8406e+00 -4.3333e+00 +3.0063e+00 -4.1579e+00 +4.1464e+00 -3.1111e+00 -4.5544e+00 -1.5989e+00 +2.9300e+00 +2.8333e+00 +3.8164e-01
3 +5.643977972e+05 +5.643977972e+05 +5.640383172e+05 +5.640383172e+05 -7.9372e-01 +9.9266e-01 -4.7371e+00 +3.1133e+00 -3.9776e+00 -1.3909e+00 +4.9112e+00 +6.3507e-01 -2.4115e-01 -3.9697e+00 +1.8445e+00 -8.0502e-01 +2.2279e+00 -1.0186e+00 -4.8492e+00 -1.6996e-01 -1.6841e-02 +1.8143e+00 -3.6515e+00 -3.6903e+00
12 +3.388929442e+05 +3.388929442e+05 +3.385334642e+05 +3.385334642e+05 +1.9366e+00 -3.2321e+00 +3.6505e+00 +3.5042e+00 -2.5821e+00 -6.6681e-01 -3.4591e+00 -1.6754e+00 -1.6055e+00 -3.3174e+00 -2.0938e+00 +9.9337e-01 -2.0827e+00 -8.2576e-02 -1.6159e+00 -4.7725e+00 +1.7875e+00 -4.1554e+00 +9.6575e-01 +3.5734e+00
66 +1.576589692e+05 +1.576589692e+05 +1.572994892e+05 +1.572994892e+05 -1.8209e-01 +1.2354e+00 -6.6650e-01 +2.6238e+00 -4.1813e+00 +1.1621e+00 -6.3731e-01 -2.0533e+00 +3.2485e+00 -2.0941e+00 +1.0523e+00 +3.4383e-01 -8.1393e-01 +1.4244e+00 -2.2755e+00 -2.1003e+00 -1.7872e+00 +4.0482e+00 -3.7553e+00 -4.4828e+00
147 +8.945364476e+04 +8.945364476e+04 +8.909416476e+04 +8.909416476e+04 -4.1176e+00 -3.7232e+00 -2.6401e+00 -1.0674e+00 -1.1497e+00 -1.8905e+00 -4.3218e+00 +3.8934e+00 +2.7585e+00 +1.2170e+00 +1.1589e-01 +1.8928e+00 +1.9361e+00 +1.6894e+00 -3.7826e+00 -4.9540e+00 -3.7848e+00 -2.9186e+00 -1.8487e+00 -4.8461e+00
364 +4.862327109e+04 +4.862327109e+04 +4.826379109e+04 +4.826379109e+04 -3.7108e-01 -2.5705e+00 -4.0926e-01 +1.1815e+00 +6.2856e-01 +8.6309e-01 -4.9847e+00 +4.2380e+00 +2.4830e+00 +4.7448e-02 -1.0434e+00 +2.5706e+00 +1.5466e-01 +2.0441e+00 -2.4363e+00 -2.3535e+00 -4.8891e-01 +1.4129e+00 -4.3381e+00 -5.0000e+00
441 +3.376916033e+04 +3.376916033e+04 +3.340968033e+04 +3.340968033e+04 -4.1802e+00 -3.6403e+00 -6.6774e-01 -2.0374e-01 +1.2522e-01 +9.9918e-01 -5.0997e-01 +2.9831e+00 +1.0816e+00 -1.1140e-01 -2.0334e+00 +2.0073e+00 -1.5678e+00 -1.2260e+00 -1.4080e+00 -1.3684e+00 +0.0000e+00 +2.7175e+00 -1.4272e+00 -5.0000e+00
696 +2.067817366e+04 +2.067817366e+04 +2.031869366e+04 +2.031869366e+04 -3.4693e+00 -2.7374e+00 -6.2489e-01 -9.2795e-01 -7.2991e-01 -2.1839e+00 -4.5120e+00 +8.1596e-03 +0.0000e+00 -4.6422e-01 -1.6836e+00 +2.4065e+00 +2.0713e+00 +8.6339e-01 -4.4727e+00 -4.5433e+00 -3.0892e+00 +2.3784e+00 -4.5729e+00 -5.0000e+00
