% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.451867316e+02 +2.451867316e+02 +2.199367316e+02 +2.199367316e+02 -4.3220e+00 -3.8038e+00 +2.2089e-01 -1.8086e+00 +1.9129e+00 +3.8821e+00 +2.4369e+00 +4.4224e+00 +1.6589e+00 -1.7844e+00 +3.0916e+00 +4.5940e+00 +6.6081e-02 -1.6567e+00 -3.5970e+00 -2.5805e+00 -2.7944e+00 +4.7970e-01 -2.2947e+00 -2.0204e+00
11 +1.154124326e+02 +1.154124326e+02 +9.016243261e+01 +9.016243261e+01 -6.6236e-01 -9.2985e-01 -4.0787e+00 -2.9298e+00 +2.4250e+00 +4.0516e+00 -1.4858e+00 +2.2971e+00 -3.9887e-01 -1.6394e+00 -1.3458e+00 +8.5770e-01 +7.2225e-01 -3.4846e-01 +3.4885e-01 -2.1805e+00 +5.7497e-01 +6.0019e-01 -1.4891e+00 +4.3777e-01
82 +9.480109069e+01 +9.480109069e+01 +6.955109069e+01 +6.955109069e+01 +2.4048e+00 +3.8023e+00 -1.1265e+00 -5.9079e-01 +3.7419e+00 -9.0170e-01 -3.6560e+00 -1.4057e+00 -3.5423e+00 -3.8335e+00 +4.5283e+00 -1.6213e+00 +3.9792e-01 -3.6550e+00 -1.3851e+00 -2.5002e-01 -1.5724e+00 -1.9576e+00 +2.6928e+00 -1.0299e-01
360 +5.554637826e+01 +5.554637826e+01 +3.029637826e+01 +3.029637826e+01 +3.5328e+00 +6.5840e-01 -5.0000e+00 -1.9941e-01 +3.7682e+00 -8.7482e-02 -3.0093e+00 -1.1762e+00 +3.1627e-01 -5.0000e+00 +1.6962e+00 -7.3037e-01 -1.8155e+00 +3.6143e+00 +2.2154e+00 +3.1337e+00 -2.0350e+00 +3.9269e-01 +8.1606e-01 -2.0814e-01
699 +3.366561402e+01 +3.366561402e+01 +8.415614023e+00 +8.415614023e+00 +3.8466e+00 +1.8144e+00 -2.3149e+00 -4.4367e+00 +1.0821e+00 +0.0000e+00 -8.6750e-01 -3.2064e+00 +1.1404e+00 -4.7589e+00 +2.8701e+00 -7.9453e-01 -1.6147e+00 +0.0000e+00 +1.0513e+00 +9.7461e-01 +0.0000e+00 +1.1018e+00 +8.2414e-02 -9.1100e-01
1525 +2.168899733e+01 +2.168899733e+01 -3.561002675e+00 -3.561002675e+00 +2.4323e+00 +7.6050e-01 -9.8496e-01 -2.2386e+00 +2.6112e+00 -5.3550e-01 -3.0538e+00 -1.4639e+00 +1.4381e+00 -5.0000e+00 +1.8397e+00 +5.5200e-01 -2.1457e+00 +1.1499e+00 +3.7892e-01 +0.0000e+00 -1.6926e+00 -1.4647e+00 +2.9445e+00 -1.8394e+00
2003 +1.107458577e+01 +1.107458577e+01 -1.417541423e+01 -1.417541423e+01 +3.0831e+00 +9.9970e-01 -1.4534e+00 -1.8896e+00 +3.1184e+00 -3.2380e-01 -3.5693e+00 -1.5181e+00 +1.6118e+00 -2.0688e+00 +2.3246e+00 +1.4569e+00 -1.0187e+00 +1.3882e+00 +3.9463e+00 +6.6052e-01 -1.1333e+00 -1.2687e+00 +9.3088e-01 -1.0811e+00
2403 +8.556134718e+00 +8.556134718e+00 -1.669386528e+01 -1.669386528e+01 +2.9765e+00 +1.1432e+00 -1.6692e+00 -1.6797e+00 +3.0693e+00 -2.9240e-01 -2.0219e+00 -1.8274e+00 +1.8612e+00 -2.0647e+00 +2.4078e+00 +7.8405e-01 -1.6707e+00 +9.1681e-01 +3.8027e+00 +3.2199e-01 -8.8729e-01 -1.6190e+00 +1.4869e+00 -1.7595e+00
2615 +5.962819086e+00 +5.962819086e+00 -1.928718091e+01 -1.928718091e+01 +3.2759e+00 +1.1772e+00 -1.8358e+00 -1.3127e+00 +3.6844e+00 -1.5807e-01 -1.8288e+00 -1.4846e+00 +2.5646e+00 -3.3381e+00 +2.6051e+00 +1.2571e+00 -2.7707e+00 +7.3395e-01 +1.9808e+00 +6.5907e-01 -1.0664e+00 -2.2763e+00 +7.9696e-01 -1.0612e+00
2804 +3.565972918e+00 +3.565972918e+00 -2.168402708e+01 -2.168402708e+01 +3.4300e+00 +1.2443e+00 -2.5524e+00 -2.0594e+00 +2.8618e+00 -2.5100e-01 -2.2102e+00 -1.3992e+00 +1.0578e+00 -2.9235e+00 +2.4578e+00 +1.1970e+00 -3.1689e+00 +4.3884e-01 +2.1334e+00 +7.1412e-01 -7.8663e-01 -1.5493e+00 -1.5147e-01 -6.8363e-01
3028 +2.406648687e+00 +2.406648687e+00 -2.284335131e+01 -2.284335131e+01 +3.5508e+00 +1.4038e+00 -2.0399e+00 -2.2713e+00 +3.1230e+00 -3.1262e-01 -2.9224e+00 -1.6866e+00 +1.7795e+00 -2.8626e+00 +2.7673e+00 +9.2849e-01 -2.6617e+00 -2.6101e-01 +2.4973e+00 +7.6252e-01 -7.9794e-01 -1.6886e+00 +7.2606e-01 -1.1054e+00
3256 +1.369111057e+00 +1.369111057e+00 -2.388088894e+01 -2.388088894e+01 +3.5888e+00 +9.7552e-01 -1.4746e+00 -2.1103e+00 +2.8050e+00 -4.7992e-01 -2.1159e+00 -1.4043e+00 +1.5693e+00 -2.4304e+00 +2.6846e+00 +9.1991e-01 -2.4070e+00 -1.4039e-02 +1.9670e+00 +2.7070e-01 -7.7707e-01 -7.2556e-01 +3.6540e-01 -1.1244e+00
3649 +9.315810826e-01 +9.315810826e-01 -2.431841892e+01 -2.431841892e+01 +3.6948e+00 +9.2831e-01 -1.3708e+00 -2.2037e+00 +3.0513e+00 -2.2440e-01 -2.6756e+00 -1.7572e+00 +1.3802e+00 -2.3113e+00 +2.9950e+00 +1.1585e+00 -2.3083e+00 +6.0789e-02 +1.9078e+00 +1.6891e-01 -5.8139e-01 -1.3379e+00 +9.4559e-01 -1.1266e+00
4109 +6.282276736e-01 +6.282276736e-01 -2.462177233e+01 -2.462177233e+01 +3.8078e+00 +9.5713e-01 -1.4244e+00 -2.3655e+00 +3.0289e+00 -1.2413e-01 -2.6717e+00 -1.7538e+00 +1.1809e+00 -2.4054e+00 +2.6377e+00 +1.2435e+00 -2.2600e+00 +3.4405e-02 +1.9894e+00 +1.8581e-01 -8.4773e-01 -1.4704e+00 +5.3762e-01 -1.2092e+00
4409 +3.896289187e-01 +3.896289187e-01 -2.486037108e+01 -2.486037108e+01 +3.7748e+00 +5.9361e-01 -1.3358e+00 -1.9578e+00 +3.2436e+00 -1.9960e-02 -2.4726e+00 -1.7016e+00 +1.1290e+00 -2.4710e+00 +2.8380e+00 +1.2053e+00 -2.5671e+00 -1.9797e-02 +2.0909e+00 +1.6226e-01 -7.3516e-01 -1.0224e+00 +5.8752e-01 -1.1876e+00
4828 +2.430935704e-01 +2.430935704e-01 -2.500690643e+01 -2.500690643e+01 +3.7645e+00 +7.6837e-01 -1.3906e+00 -2.0676e+00 +3.1582e+00 -9.0862e-02 -2.5296e+00 -1.6788e+00 +1.3099e+00 -2.4682e+00 +2.8445e+00 +1.1309e+00 -2.5865e+00 +7.9255e-03 +2.1651e+00 +1.9545e-01 -6.3951e-01 -1.2195e+00 +5.3950e-01 -1.1591e+00
% function evaluation | noise-free fitness - Fopt (-2.017200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.539239744e+02 +1.539239744e+02 -4.779602562e+01 -4.779602562e+01 +3.3911e-02 -4.3993e+00 -3.7754e+00 +1.1717e+00 +4.2329e+00 +5.8119e-01 +2.4682e-01 +4.0406e+00 +4.8959e+00 +3.9667e+00 +1.0486e+00 -1.4959e+00 -2.2728e+00 -2.9967e+00 +1.6794e-02 +1.6626e+00 -4.7754e+00 +1.1543e+00 -2.0130e+00 -1.5904e+00
71 +7.885160595e+01 +7.885160595e+01 -1.228683941e+02 -1.228683941e+02 +2.2129e+00 -3.0119e+00 +9.6137e-02 +4.1244e+00 +4.2705e+00 +2.1270e+00 -2.7491e+00 +2.7357e+00 -3.2056e+00 -2.8221e+00 -9.2913e-01 +8.8002e-01 -3.6168e+00 +6.8895e-01 -3.5053e+00 -2.2746e+00 +1.7323e+00 -5.7320e-01 -1.8936e+00 -1.7576e+00
589 +5.962230078e+01 +5.962230078e+01 -1.420976992e+02 -1.420976992e+02 +5.9001e-01 -2.5734e+00 -1.0468e+00 +5.3419e-01 +2.4728e+00 -8.3975e-01 -1.4303e+00 +2.1103e+00 -1.4465e+00 -4.4605e+00 -6.1682e-01 +1.5801e+00 -5.0000e+00 +1.3461e+00 -3.9459e+00 -9.8991e-01 +5.1948e-02 +1.5719e+00 -9.6477e-01 -1.9731e+00
1031 +3.930959563e+01 +3.930959563e+01 -1.624104044e+02 -1.624104044e+02 -1.2848e+00 -4.9759e+00 +7.9631e-02 +2.0034e+00 +1.4634e-01 -3.9742e-01 +2.8022e-01 +3.3752e+00 +0.0000e+00 -1.9008e+00 +7.1600e-01 +6.9571e-01 -4.1817e+00 -1.3475e+00 -3.3395e+00 +9.6262e-01 +0.0000e+00 +3.1907e+00 -2.7913e+00 -1.8334e+00
1505 +1.982465577e+01 +1.982465577e+01 -1.818953442e+02 -1.818953442e+02 -1.4498e+00 -3.6130e+00 -6.7809e-01 +3.2104e+00 +1.9154e+00 +1.3667e+00 -6.0302e-01 +2.5129e+00 -7.0296e-01 -3.8756e+00 +3.2242e+00 +1.1123e+00 -4.9386e+00 +4.8271e-01 -2.4239e+00 +1.5893e+00 -4.5112e-01 +6.3490e-01 -1.5745e+00 -1.7476e+00
1849 +1.474519308e+01 +1.474519308e+01 -1.869748069e+02 -1.869748069e+02 -1.4064e+00 -3.5676e+00 -7.2961e-01 +2.8667e+00 +1.7247e+00 +6.8179e-01 -1.5876e+00 +3.1106e+00 -1.5080e+00 -4.2808e+00 +4.2231e+00 +1.1403e+00 -4.7895e+00 -3.5113e-01 -8.6524e-01 +1.8833e+00 +4.9944e-01 +1.1294e+00 -2.3636e+00 -1.3848e+00
2632 +9.947353929e+00 +9.947353929e+00 -1.917726461e+02 -1.917726461e+02 -1.1972e+00 -1.8755e+00 -8.4044e-01 +2.6576e+00 +2.4231e+00 -1.6612e-03 -2.0062e+00 +3.0009e+00 -7.7871e-01 -4.3213e+00 +3.2151e+00 -1.1987e-01 -3.8325e+00 -1.1934e+00 -2.4124e+00 +2.3273e+00 +1.3918e+00 +1.8839e+00 -2.7951e+00 -1.8792e+00
3028 +6.135390869e+00 +6.135390869e+00 -1.955846091e+02 -1.955846091e+02 -1.8308e+00 -2.9235e+00 -9.5638e-01 +2.3344e+00 +2.6537e+00 +6.4130e-01 -2.1309e+00 +3.5526e+00 -1.1186e+00 -4.2775e+00 +3.6875e+00 -7.5256e-01 -3.9296e+00 -3.6963e-01 -1.8883e+00 +9.5877e-01 +5.4639e-01 +7.4475e-01 -3.5943e+00 -1.2752e+00
3057 +3.682016105e+00 +3.682016105e+00 -1.980379839e+02 -1.980379839e+02 -1.4682e+00 -3.2694e+00 -9.9897e-01 +2.7666e+00 +1.7620e+00 +8.5828e-01 -2.5918e+00 +2.7397e+00 -5.6507e-01 -3.2023e+00 +3.6771e+00 +1.9963e-01 -3.7874e+00 -3.4749e-01 -2.3342e+00 +9.5432e-01 +4.9352e-01 +5.5088e-01 -3.5868e+00 -9.6698e-01
3710 +2.279317880e+00 +2.279317880e+00 -1.994406821e+02 -1.994406821e+02 -1.3432e+00 -3.2310e+00 -9.8772e-01 +2.4733e+00 +1.5155e+00 +4.8423e-01 -2.7753e+00 +3.3719e+00 -4.1131e-01 -3.1718e+00 +3.8007e+00 -2.7824e-01 -3.2745e+00 -5.1786e-01 -2.0785e+00 +1.0822e+00 +4.3198e-01 +3.5674e-01 -3.5780e+00 -1.0858e+00
4066 +1.548951200e+00 +1.548951200e+00 -2.001710488e+02 -2.001710488e+02 -1.3692e+00 -3.2685e+00 -9.9458e-01 +2.3559e+00 +2.0393e+00 +5.8565e-01 -2.1556e+00 +3.4426e+00 -3.8848e-01 -3.1195e+00 +3.8372e+00 +3.9367e-01 -2.9671e+00 -7.4395e-01 -2.2909e+00 +1.0799e+00 +4.2166e-01 +3.9010e-01 -3.6309e+00 -1.5070e+00
4612 +9.807056616e-01 +9.807056616e-01 -2.007392943e+02 -2.007392943e+02 -1.4242e+00 -3.0114e+00 -1.0775e+00 +2.4044e+00 +1.6909e+00 +4.4614e-01 -2.3277e+00 +3.2104e+00 -2.4085e-01 -3.2135e+00 +3.8408e+00 +1.8527e-01 -3.1907e+00 -4.0291e-01 -1.9057e+00 +1.3021e+00 +4.4169e-01 +3.0485e-01 -3.6887e+00 -1.5890e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.047712484e+02 +3.047712484e+02 -6.952287516e+02 -6.952287516e+02 +4.7246e-01 +1.6687e-01 -2.0403e+00 +3.5335e+00 +4.7621e+00 -1.2998e+00 -9.4589e-01 +3.5584e+00 +1.0684e+00 +1.7979e+00 -2.0055e+00 +2.6842e+00 -2.5459e+00 +4.8547e+00 -3.5103e+00 -2.6620e+00 -2.5831e+00 +3.1481e+00 -4.2441e+00 -4.2183e-02
4 +2.503973063e+02 +2.503973063e+02 -7.496026937e+02 -7.496026937e+02 -4.4539e+00 -3.8170e+00 -1.8923e+00 +3.9853e-01 +4.5630e-02 +2.1261e+00 +3.4363e+00 -2.2030e+00 +4.3198e+00 +2.1300e+00 -6.6735e-01 -3.5215e+00 +3.0427e+00 +4.1305e+00 -3.7056e+00 -1.7869e+00 +2.1696e+00 -1.9741e+00 -4.4409e+00 +1.5907e-01
21 +1.509439475e+02 +1.509439475e+02 -8.490560525e+02 -8.490560525e+02 +3.0328e+00 +3.2739e+00 -3.2167e+00 +2.9904e+00 +4.6150e+00 +4.3812e+00 +2.6720e+00 -4.2927e+00 -1.4081e+00 -1.4293e+00 -2.1829e+00 -9.8853e-01 +1.1659e+00 -2.2504e+00 +4.9720e-01 +4.1448e+00 -3.8017e+00 +3.5359e+00 +6.8774e-01 +2.2179e+00
268 +8.741578838e+01 +8.741578838e+01 -9.125842116e+02 -9.125842116e+02 -2.2474e+00 -4.4977e-01 -3.3701e+00 +1.2108e+00 -5.1893e-01 +1.8542e+00 -3.5156e-01 -1.0077e+00 -2.8028e+00 +1.3286e+00 +5.5909e-01 -1.4064e+00 +3.5585e+00 +1.5379e+00 +1.7136e+00 +1.8155e+00 +2.6612e+00 -4.5490e-01 -1.1164e+00 +4.2845e-01
630 +4.803753068e+01 +4.803753068e+01 -9.519624693e+02 -9.519624693e+02 -8.1224e-01 -1.6211e+00 +1.5518e-01 -2.3620e+00 +2.9447e+00 +1.6373e+00 -8.9503e-01 -4.1598e+00 -3.6742e+00 +2.6391e+00 -3.0323e+00 -3.6604e+00 -1.7575e+00 -1.8198e+00 -4.6789e-01 +2.3569e+00 +3.3460e+00 -1.9089e+00 +1.6654e+00 +1.5395e+00
934 +3.486469671e+01 +3.486469671e+01 -9.651353033e+02 -9.651353033e+02 +2.4388e-01 +0.0000e+00 -2.0765e+00 -1.1409e+00 +4.3547e+00 +2.0876e+00 +7.4369e-01 -5.0000e+00 -4.5203e+00 +6.2524e-01 -2.0413e+00 -3.6252e+00 +8.4020e-02 -1.2138e+00 +0.0000e+00 +3.8547e+00 +0.0000e+00 -2.0324e-01 +1.3988e-01 +2.2638e+00
1572 +2.060138232e+01 +2.060138232e+01 -9.793986177e+02 -9.793986177e+02 +7.7378e-01 -1.3758e+00 +7.5457e-01 -1.3701e+00 +4.0904e+00 -9.3062e-02 +2.1031e+00 -5.0000e+00 -4.1344e+00 +4.0495e+00 -2.2112e+00 -3.3429e+00 +1.4905e+00 +3.0994e-01 +3.0659e+00 +2.5322e+00 +2.2430e+00 +4.6255e-01 +1.1500e+00 +7.7072e-01
1827 +1.371834194e+01 +1.371834194e+01 -9.862816581e+02 -9.862816581e+02 +4.1087e-02 +6.9582e-01 +4.3252e-01 -1.8982e+00 +3.5200e+00 +3.9048e-01 +2.4556e+00 -4.1704e+00 -3.0402e+00 +4.3441e+00 -1.1961e+00 -2.1459e+00 +1.3197e+00 -7.3835e-02 +2.8213e+00 +3.2465e+00 +2.5492e+00 +2.8250e-01 +8.1201e-01 +2.4053e+00
2404 +9.326008840e+00 +9.326008840e+00 -9.906739912e+02 -9.906739912e+02 -8.7848e-01 -2.5824e-01 -9.4281e-02 -6.0742e-01 +3.8550e+00 -1.6516e+00 +1.7516e+00 -4.3094e+00 -3.9303e+00 +3.9168e+00 -2.3052e+00 -3.7490e+00 +1.0564e+00 -1.3796e+00 +2.6114e+00 +2.7467e+00 +8.9135e-01 -7.5336e-01 +1.1064e+00 +2.2618e+00
2914 +6.133062074e+00 +6.133062074e+00 -9.938669379e+02 -9.938669379e+02 -1.5139e-01 -3.6658e-01 +5.7465e-01 +1.1090e-01 +4.0394e+00 -1.3276e+00 +3.4171e-01 -4.3537e+00 -3.8364e+00 +3.5579e+00 -1.7314e+00 -3.1408e+00 +1.2038e+00 -5.3387e-01 +2.5417e+00 +2.7955e+00 +1.0163e+00 -1.7840e-01 +5.7261e-01 +2.2030e+00
3237 +3.841421418e+00 +3.841421418e+00 -9.961585786e+02 -9.961585786e+02 +3.4630e-01 -3.8018e-01 +6.0503e-01 -3.4932e-01 +3.7357e+00 -8.7894e-01 +6.6510e-01 -4.0456e+00 -3.8409e+00 +3.9214e+00 -1.4965e+00 -3.3105e+00 +1.5278e+00 +1.3231e-02 +1.9495e+00 +2.9939e+00 +1.0563e+00 -2.9181e-01 +8.2009e-01 +2.5794e+00
3403 +2.237607641e+00 +2.237607641e+00 -9.977623924e+02 -9.977623924e+02 -2.2740e-01 +6.3592e-01 +6.7815e-02 +1.1558e-01 +3.8585e+00 -1.2835e+00 +1.0082e+00 -4.4809e+00 -3.8208e+00 +4.0584e+00 -9.6905e-01 -3.3011e+00 +1.2987e+00 -4.0606e-01 +1.7291e+00 +2.8467e+00 +1.0954e+00 -3.7591e-02 +9.9389e-01 +2.8283e+00
3756 +1.539273197e+00 +1.539273197e+00 -9.984607268e+02 -9.984607268e+02 -3.5302e-01 +2.1822e-01 +3.2503e-01 +4.9487e-01 +3.5550e+00 -8.2143e-01 +1.1516e+00 -4.2832e+00 -3.7745e+00 +4.0952e+00 -1.2719e-01 -3.9109e+00 +8.5614e-01 -3.9946e-01 +1.6531e+00 +3.0096e+00 +1.2888e+00 +5.2700e-02 +1.1801e+00 +2.5732e+00
3897 +9.017643422e-01 +9.017643422e-01 -9.990982357e+02 -9.990982357e+02 -2.2695e-01 +3.6476e-01 +3.3663e-01 +2.6637e-01 +3.5086e+00 -6.9246e-01 +1.1167e+00 -4.2475e+00 -3.8082e+00 +3.8887e+00 -4.0775e-01 -3.6510e+00 +7.1263e-01 -6.3044e-01 +1.6220e+00 +3.0751e+00 +1.2621e+00 +1.3884e-02 +1.1506e+00 +2.4981e+00
4222 +6.130501344e-01 +6.130501344e-01 -9.993869499e+02 -9.993869499e+02 -2.4018e-01 +1.0818e-01 -3.2781e-02 +9.9742e-02 +3.5358e+00 -7.1198e-01 +1.1754e+00 -4.2654e+00 -3.8137e+00 +3.8332e+00 -5.4997e-01 -3.5735e+00 +7.7873e-01 -4.1588e-01 +1.5885e+00 +3.1588e+00 +1.0979e+00 -3.7878e-02 +1.2368e+00 +2.5383e+00
% function evaluation | noise-free fitness - Fopt (-4.290000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.200768566e+02 +3.200768566e+02 +2.771768566e+02 +2.771768566e+02 -4.8664e+00 +1.2635e+00 -2.6822e-02 +2.4579e+00 +3.4567e+00 +2.4113e+00 -4.0851e+00 -2.8381e+00 +2.2018e+00 +3.1732e+00 -1.4339e+00 +6.2272e-01 +1.2683e+00 -2.5006e+00 +1.7020e+00 +4.8265e+00 -7.7190e-01 -2.4881e+00 -4.7168e-01 -9.1330e-01
6 +1.548935451e+02 +1.548935451e+02 +1.119935451e+02 +1.119935451e+02 -1.7143e+00 +3.5037e-01 +4.9748e+00 -2.2163e+00 -4.3348e-01 +6.0240e-01 +1.5007e+00 -1.7842e+00 -1.9822e+00 -7.9067e-01 +4.5832e+00 +2.3363e+00 +1.0342e+00 +9.4947e-01 +3.9167e+00 -5.8564e-01 -1.3334e+00 +3.5893e+00 +3.2772e+00 +4.1881e+00
214 +7.037493780e+01 +7.037493780e+01 +2.747493780e+01 +2.747493780e+01 +2.6399e+00 +2.0091e+00 +3.1002e+00 +1.2410e-01 +2.1213e+00 -1.8838e+00 -1.4131e+00 +2.1170e-01 +1.4445e+00 -6.1406e-01 +2.5586e+00 -3.9207e+00 +3.3955e-01 -4.3994e+00 +3.6701e+00 -2.4685e-01 +1.3491e+00 -2.8324e+00 +1.4287e+00 -1.1204e-01
544 +5.997395657e+01 +5.997395657e+01 +1.707395657e+01 +1.707395657e+01 +2.3299e+00 +8.0532e-01 +3.8150e+00 +2.1197e+00 +5.1567e-01 -1.8447e+00 +5.7051e-01 +1.3084e+00 +1.4695e+00 -1.3019e+00 +3.1480e+00 -2.5133e+00 +0.0000e+00 -4.5080e+00 +1.1551e+00 -1.4962e+00 +2.3366e+00 -2.7839e+00 -3.7937e-03 -2.8525e-01
1222 +3.253448062e+01 +3.253448062e+01 -1.036551938e+01 -1.036551938e+01 +2.1852e+00 +2.9143e+00 +2.5175e+00 -2.3927e+00 +2.3225e-02 -1.9129e+00 -1.7629e-01 -1.3143e-01 +1.7256e+00 -5.0000e+00 +2.5683e+00 -1.4190e+00 +3.2973e+00 -4.4202e+00 +1.7486e+00 -2.7148e+00 -7.7724e-01 -1.1479e+00 +2.5412e+00 +2.3151e+00
1605 +2.052418178e+01 +2.052418178e+01 -2.237581822e+01 -2.237581822e+01 +3.6919e+00 +3.3089e+00 +2.6153e+00 -5.0977e-01 -1.8940e+00 -2.3134e+00 +1.8214e+00 +2.1007e-01 +3.9862e+00 -3.1176e+00 +4.0543e+00 -1.4352e+00 +2.6687e+00 -4.8666e+00 +5.7200e-01 -1.6844e+00 -9.3685e-01 -2.4275e-01 +3.8885e+00 +2.9495e+00
2068 +1.486839907e+01 +1.486839907e+01 -2.803160093e+01 -2.803160093e+01 +3.1874e+00 +3.3353e-01 +3.2676e+00 -3.3489e-01 -1.8646e+00 -2.4366e+00 +1.4464e+00 +6.1962e-01 +3.6013e+00 -3.4970e+00 +3.9298e+00 -1.5133e+00 +1.5967e+00 -4.8514e+00 -1.0156e-01 -1.5589e+00 -1.5848e+00 -1.9773e+00 +3.1482e+00 +2.9948e+00
2388 +9.924269500e+00 +9.924269500e+00 -3.297573050e+01 -3.297573050e+01 +4.1292e+00 +2.0823e+00 +3.7385e+00 -1.6704e+00 -2.5158e+00 -8.2289e-01 +1.2049e+00 -3.2197e-01 +3.0110e+00 -3.5020e+00 +3.9896e+00 -1.6973e+00 +3.9925e-01 -4.9485e+00 -2.3795e-01 -9.6172e-01 -9.8624e-01 -1.3041e+00 +2.8437e+00 +3.6903e+00
2966 +5.803592439e+00 +5.803592439e+00 -3.709640756e+01 -3.709640756e+01 +3.0526e+00 +2.0281e+00 +3.4267e+00 -7.9724e-01 -2.7186e+00 -2.1256e+00 +2.2893e-01 +2.3197e-01 +3.1164e+00 -3.1428e+00 +4.0076e+00 -1.4137e+00 +1.6444e-01 -4.9853e+00 +7.6736e-01 -1.6455e+00 -1.0514e+00 -1.8422e+00 +2.9404e+00 +3.8172e+00
3499 +3.689628062e+00 +3.689628062e+00 -3.921037194e+01 -3.921037194e+01 +2.5659e+00 +2.6661e+00 +4.0553e+00 -5.5335e-01 -2.8767e+00 -1.8734e+00 +7.3746e-01 +3.0695e-01 +3.1864e+00 -3.1961e+00 +3.6623e+00 -1.6903e+00 +1.4847e-01 -4.3829e+00 +7.4503e-01 -6.7341e-01 -9.7264e-01 -1.7815e+00 +3.3748e+00 +3.4645e+00
3830 +2.161150867e+00 +2.161150867e+00 -4.073884913e+01 -4.073884913e+01 +2.7348e+00 +2.8107e+00 +4.1211e+00 -8.9408e-01 -2.7706e+00 -1.9421e+00 +7.4354e-01 +6.0971e-02 +3.2937e+00 -3.2217e+00 +3.7507e+00 -1.8370e+00 +1.6369e-01 -4.0321e+00 +5.7921e-01 -1.2939e+00 -9.2802e-01 -1.9339e+00 +3.2986e+00 +3.4416e+00
4198 +1.560478603e+00 +1.560478603e+00 -4.133952140e+01 -4.133952140e+01 +3.1108e+00 +2.8114e+00 +4.2752e+00 -9.9095e-01 -2.8298e+00 -2.0906e+00 +7.0092e-01 +8.4797e-02 +2.9376e+00 -3.3165e+00 +3.8514e+00 -1.8866e+00 +1.8064e-01 -4.0412e+00 +5.8077e-01 -1.3425e+00 -9.9528e-01 -1.8276e+00 +2.8374e+00 +2.6182e+00
4427 +9.792609683e-01 +9.792609683e-01 -4.192073903e+01 -4.192073903e+01 +2.7343e+00 +2.7002e+00 +4.1656e+00 -1.0078e+00 -2.7998e+00 -1.9525e+00 +7.0722e-01 +9.2900e-02 +2.7699e+00 -3.3232e+00 +3.9260e+00 -2.0038e+00 +1.0272e-01 -4.0131e+00 +5.8065e-01 -1.3867e+00 -9.6783e-01 -1.9493e+00 +2.8146e+00 +2.5502e+00
% function evaluation | noise-free fitness - Fopt (-1.013200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.634839324e+02 +2.634839324e+02 +1.621639324e+02 +1.621639324e+02 -4.1985e+00 -1.5256e-01 +4.0665e+00 -1.8520e+00 -4.1241e+00 -2.4099e+00 -4.0052e+00 +1.0746e+00 -1.2540e+00 +1.6868e+00 -3.4397e+00 +2.5280e+00 -4.0070e+00 +2.8953e+00 +2.3001e+00 +9.2462e-01 +3.8748e+00 +2.3713e-01 -4.9365e+00 +2.8673e+00
10 +2.311583555e+02 +2.311583555e+02 +1.298383555e+02 +1.298383555e+02 +3.6656e+00 -2.2119e+00 -3.3127e+00 -4.9323e+00 +3.7435e+00 +1.1312e+00 +4.7547e+00 -6.4407e-01 -3.7127e+00 -3.0890e+00 -4.4786e+00 -3.2680e+00 -4.5936e+00 +2.2886e+00 +6.9802e-01 -2.9836e-01 -4.7939e+00 -7.3199e-01 -2.9330e+00 -3.9784e+00
41 +1.582414587e+02 +1.582414587e+02 +5.692145873e+01 +5.692145873e+01 +1.3118e+00 +1.8747e+00 -1.3173e+00 -9.4972e-02 +2.0900e+00 -1.3557e+00 +2.1523e+00 -3.3279e+00 -7.9263e-01 +2.3921e+00 -1.6776e-01 +3.3979e+00 -2.7898e+00 +3.9964e+00 -4.9393e+00 +1.9196e+00 -2.7355e+00 -1.6901e+00 -1.7923e+00 +4.5033e+00
201 +5.826801879e+01 +5.826801879e+01 -4.305198121e+01 -4.305198121e+01 -5.7614e-02 +4.3482e-01 +5.0000e+00 -5.0000e+00 -5.0000e+00 +3.6612e-01 +9.9479e-01 -1.5446e+00 -4.4550e+00 +3.3066e+00 +1.5603e+00 -2.4720e+00 +9.9298e-01 +1.4287e+00 +1.4962e+00 -2.7135e+00 -1.1252e+00 -3.1977e+00 +6.3517e-02 -2.1131e-01
634 +3.645936077e+01 +3.645936077e+01 -6.486063923e+01 -6.486063923e+01 +1.0964e+00 +1.5842e+00 +4.8999e+00 -1.9557e+00 -5.9892e-01 +6.8183e-01 +4.2184e+00 -2.8769e+00 -4.4314e+00 +2.9001e+00 +0.0000e+00 -4.0525e+00 -1.3354e+00 +1.9932e+00 -5.4603e-01 -2.0204e+00 -2.4161e+00 +0.0000e+00 -1.9250e-01 +1.3304e+00
